G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2020-12-23,SAC,@,DEN,W,124,122,113.3,111.5,99.1,.304,.304,.536,54.0,60.0,4.6,10.1,,.490,10.8,33.3,.235,,12.1,78.3,.204
2,2020-12-26,SAC,,PHO,W,106,103,104.6,101.6,101.3,.384,.267,.527,58.3,51.3,3.9,16.7,,.483,15.2,33.3,.267,,9.6,80.4,.102
3,2020-12-27,SAC,,PHO,L,100,116,102.2,118.5,97.9,.329,.303,.575,47.0,58.3,5.1,6.8,,.539,14.7,7.7,.237,,8.3,81.8,.106
4,2020-12-29,SAC,,DEN,W,125,115,126.2,116.1,99.1,.234,.351,.603,48.7,71.7,9.1,3.8,,.574,8.8,27.3,.181,,17.5,78.1,.198
5,2020-12-31,SAC,@,HOU,L,119,122,114.3,117.1,104.2,.250,.344,.558,50.0,51.1,10.6,10.0,,.526,12.3,28.6,.188,,15.7,75.6,.221
6,2021-01-02,SAC,@,HOU,L,94,102,97.2,105.4,96.7,.233,.311,.474,49.5,31.4,5.2,10.0,,.439,12.4,25.0,.167,,12.5,84.6,.210
7,2021-01-04,SAC,@,GSW,L,106,137,97.2,125.6,109.0,.433,.389,.495,52.0,58.8,4.6,11.1,,.433,11.6,19.6,.311,,9.6,93.2,.124
8,2021-01-06,SAC,,CHI,W,128,124,130.3,126.2,98.3,.297,.407,.622,47.6,63.8,8.1,5.7,,.593,6.4,26.7,.220,,12.3,73.0,.129
9,2021-01-08,SAC,,TOR,L,123,144,124.3,145.6,98.9,.346,.420,.659,37.1,78.3,9.1,15.4,,.660,10.5,8.6,.198,,10.6,65.7,.198
10,2021-01-09,SAC,,POR,L,99,125,94.3,119.1,104.9,.432,.370,.513,48.5,63.6,3.8,8.5,,.457,13.5,12.8,.309,,6.8,82.0,.200
11,2021-01-11,SAC,,IND,W,127,122,122.2,117.4,103.9,.274,.381,.675,54.3,61.7,5.8,15.5,,.649,16.1,20.6,.214,,10.3,78.7,.155
12,2021-01-13,SAC,,POR,L,126,132,130.4,136.6,96.6,.310,.452,.660,52.5,79.5,4.1,4.8,,.637,12.0,23.5,.226,,7.3,73.9,.233
13,2021-01-15,SAC,,LAC,L,100,138,106.2,146.5,94.2,.200,.306,.541,40.5,57.5,4.2,3.7,,.518,13.1,20.5,.141,,8.4,65.7,.180
14,2021-01-17,SAC,,NOP,L,123,128,125.9,131.0,97.7,.198,.429,.622,40.7,48.9,7.2,11.1,,.588,9.2,19.0,.176,,11.5,64.1,.318
15,2021-01-20,SAC,@,LAC,L,96,115,92.9,111.3,103.3,.140,.326,.526,44.8,64.1,10.6,7.8,,.529,16.5,8.7,.058,,14.6,85.4,.198
16,2021-01-22,SAC,,NYK,W,103,94,108.0,98.6,95.4,.231,.374,.514,49.1,55.3,6.3,19.4,,.484,5.6,22.6,.165,,9.5,72.9,.181
17,2021-01-27,SAC,@,ORL,W,121,107,123.4,109.2,98.0,.283,.359,.585,51.5,66.7,8.2,4.3,,.565,12.7,36.2,.185,,11.9,66.0,.177
18,2021-01-29,SAC,@,TOR,W,126,124,126.0,124.0,100.0,.397,.462,.687,52.1,72.1,7.0,9.3,,.654,19.4,32.4,.308,,13.0,69.2,.314
19,2021-01-30,SAC,@,MIA,L,104,105,112.5,113.5,92.5,.129,.529,.579,51.3,53.7,13.0,6.7,,.582,15.9,28.6,.059,,14.5,76.3,.286
20,2021-02-01,SAC,@,NOP,W,118,109,115.7,106.9,102.0,.295,.489,.593,53.1,73.8,2.9,11.3,,.557,16.7,31.0,.227,,8.2,69.6,.198
