G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2016-10-26,DEN,@,NOP,W,107,102,99.9,95.3,107.1,.398,.289,.549,63.7,48.6,6.5,5.5,,.494,19.7,28.2,.301,,9.6,90.4,.250
2,2016-10-29,DEN,,POR,L,113,115,98.5,100.3,103.9,.390,.230,.482,57.5,50.0,8.7,7.6,,.410,12.7,28.6,.310,,12.3,90.0,.153
3,2016-10-31,DEN,@,TOR,L,102,105,111.6,114.9,91.4,.432,.272,.529,51.7,42.4,2.2,12.5,,.463,7.7,25.6,.333,,6.6,76.1,.216
4,2016-11-03,DEN,@,MIN,W,102,99,101.6,98.7,100.3,.309,.272,.554,50.6,61.5,10.0,3.0,,.519,17.9,19.4,.222,,13.9,72.5,.227
5,2016-11-05,DEN,@,DET,L,86,103,88.9,106.5,96.7,.213,.266,.418,50.5,48.4,8.3,3.1,,.367,13.5,29.6,.181,,12.2,78.0,.190
6,2016-11-06,DEN,@,BOS,W,123,107,122.6,106.7,100.3,.369,.274,.630,54.7,47.7,7.0,9.2,,.589,14.8,24.3,.286,,10.0,77.6,.189
7,2016-11-08,DEN,@,MEM,L,107,108,108.7,109.7,98.5,.486,.343,.630,54.9,68.6,6.1,6.5,,.571,20.6,20.0,.386,,12.9,80.5,.151
8,2016-11-10,DEN,,GSW,L,101,125,102.7,127.0,98.4,.181,.383,.498,50.0,68.4,7.1,5.5,,.473,15.1,32.7,.128,,13.8,75.0,.224
9,2016-11-12,DEN,,DET,L,95,106,105.6,117.8,90.0,.226,.298,.514,53.2,41.7,6.7,5.6,,.482,14.0,35.0,.167,,8.6,71.8,.111
10,2016-11-13,DEN,@,POR,L,105,112,103.4,110.3,101.6,.319,.319,.506,57.3,30.6,3.9,8.6,,.456,14.8,34.8,.242,,5.8,75.4,.263
11,2016-11-16,DEN,,PHO,W,120,104,120.6,104.6,99.5,.258,.183,.579,58.3,51.1,8.0,6.8,,.527,11.9,33.3,.237,,14.8,83.3,.228
12,2016-11-18,DEN,,TOR,L,111,113,100.8,102.7,99.7,.470,.301,.554,57.3,74.4,6.4,5.6,,.494,15.9,19.1,.349,,9.3,89.3,.202
13,2016-11-20,DEN,,UTA,W,105,91,114.8,99.5,91.5,.349,.256,.529,50.0,73.8,4.4,5.2,,.535,7.5,25.5,.151,,9.5,72.5,.212
14,2016-11-22,DEN,,CHI,W,110,107,113.1,110.0,97.3,.170,.220,.512,53.4,60.5,5.1,7.8,,.480,8.5,30.9,.140,,5.5,79.2,.158
15,2016-11-23,DEN,@,UTA,L,83,108,84.4,109.8,98.3,.352,.307,.408,49.0,50.0,5.1,9.4,,.369,9.0,23.0,.205,,13.1,89.7,.278
16,2016-11-25,DEN,,OKC,L,129,132,115.4,118.1,101.2,.267,.337,.571,56.5,70.8,8.1,10.0,,.535,12.4,28.3,.208,,9.9,84.8,.240
17,2016-11-27,DEN,@,PHO,W,120,114,116.4,110.6,103.1,.360,.326,.582,51.6,53.8,4.9,1.6,,.511,10.4,21.3,.326,,9.5,81.3,.348
18,2016-11-30,DEN,,MIA,L,98,106,97.2,105.1,100.8,.264,.242,.482,53.4,73.7,3.0,10.1,,.456,15.8,27.5,.165,,5.4,78.8,.161
19,2016-12-02,DEN,,HOU,L,110,128,111.8,130.1,98.4,.154,.298,.495,56.8,47.8,5.1,7.8,,.486,12.6,43.6,.087,,10.0,75.0,.239
20,2016-12-03,DEN,@,UTA,L,98,105,106.8,114.5,91.7,.169,.289,.550,48.1,51.4,7.6,9.4,,.524,13.6,17.5,.133,,9.1,81.1,.333
21,2016-12-05,DEN,@,PHI,W,106,98,107.9,99.8,98.2,.447,.355,.583,50.6,48.6,13.2,14.5,,.526,17.3,23.8,.342,,15.0,74.5,.198
22,2016-12-07,DEN,@,BRK,L,111,116,110.2,115.2,100.7,.200,.352,.486,58.0,42.9,7.0,3.4,,.452,13.0,44.8,.152,,13.2,76.2,.294
23,2016-12-08,DEN,@,WAS,L,85,92,89.7,97.1,94.8,.316,.421,.491,56.3,77.4,8.4,3.4,,.454,23.8,34.1,.211,,17.4,79.5,.205
24,2016-12-10,DEN,@,ORL,W,121,113,126.3,117.9,95.8,.301,.229,.644,58.7,53.2,2.1,6.6,,.614,11.3,25.7,.229,,4.8,87.5,.182
25,2016-12-12,DEN,@,DAL,L,92,112,111.0,135.1,82.9,.217,.301,.506,55.8,54.3,7.2,5.9,,.464,15.0,43.5,.181,,9.9,74.2,.130
26,2016-12-15,DEN,,POR,W,132,120,128.2,116.5,103.0,.417,.369,.664,46.8,62.8,9.7,6.2,,.601,13.1,16.1,.369,,11.9,67.4,.341
27,2016-12-17,DEN,,NYK,W,127,114,130.7,117.3,97.2,.322,.300,.618,53.9,52.0,6.2,12.3,,.611,8.9,29.7,.189,,10.2,76.9,.450
28,2016-12-19,DEN,,DAL,W,117,107,129.0,117.9,90.7,.225,.313,.665,58.6,71.1,7.7,0.0,,.644,11.1,21.9,.175,,12.5,89.5,.088
29,2016-12-20,DEN,@,LAC,L,102,119,107.4,125.3,95.0,.222,.433,.516,55.4,56.4,5.3,2.0,,.494,10.8,31.9,.144,,11.6,86.1,.105
30,2016-12-23,DEN,,ATL,L,108,109,110.0,111.1,98.1,.449,.321,.578,53.5,73.0,3.1,11.5,,.526,13.8,18.4,.333,,7.4,81.3,.314
31,2016-12-26,DEN,@,LAC,W,106,102,109.4,105.3,96.9,.341,.378,.562,57.3,61.1,10.3,1.7,,.506,12.9,24.4,.280,,10.6,90.9,.179
32,2016-12-28,DEN,,MIN,W,105,103,115.7,113.5,90.8,.173,.346,.602,46.9,69.0,6.6,5.8,,.580,14.7,22.9,.136,,7.3,65.2,.128
33,2016-12-30,DEN,,PHI,L,122,124,125.1,127.1,97.6,.488,.321,.598,50.6,74.4,5.1,1.9,,.530,8.9,27.5,.393,,9.5,69.4,.368
34,2017-01-02,DEN,@,GSW,L,119,127,115.4,123.2,103.1,.178,.347,.546,52.7,68.8,9.7,2.9,,.520,11.4,34.0,.139,,11.1,72.7,.168
35,2017-01-03,DEN,,SAC,L,113,120,117.6,124.9,96.1,.159,.463,.644,49.2,70.7,6.2,6.8,,.610,13.8,12.5,.159,,7.7,84.8,.193
36,2017-01-05,DEN,,SAS,L,99,127,104.9,134.6,94.4,.198,.291,.530,48.1,64.1,7.4,4.5,,.494,12.2,24.4,.163,,6.7,79.4,.144
37,2017-01-07,DEN,@,OKC,L,106,121,101.8,116.3,104.1,.242,.242,.484,52.0,45.0,6.7,7.5,,.449,9.9,25.9,.172,,8.9,86.4,.258
38,2017-01-12,DEN,,IND,W,140,112,139.0,111.2,100.7,.256,.356,.699,58.0,71.2,9.9,7.7,,.661,13.0,35.3,.233,,13.8,74.5,.128
39,2017-01-16,DEN,,ORL,W,125,112,125.3,112.2,99.8,.169,.303,.654,53.4,63.5,11.0,4.8,,.635,12.8,25.0,.135,,12.7,81.1,.159
40,2017-01-17,DEN,@,LAL,W,127,121,125.2,119.3,101.4,.295,.295,.639,51.1,58.0,4.9,11.5,,.631,14.6,36.1,.182,,9.4,61.5,.148
41,2017-01-19,DEN,@,SAS,L,104,118,104.5,118.6,99.5,.286,.341,.508,50.0,73.0,5.0,10.9,,.462,12.8,22.9,.220,,6.7,84.2,.244
42,2017-01-21,DEN,,LAC,W,123,98,131.0,104.4,93.9,.299,.276,.625,56.3,65.2,4.3,0.0,,.586,9.2,28.6,.241,,6.6,77.8,.083
43,2017-01-22,DEN,@,MIN,L,108,111,112.1,115.2,96.4,.256,.293,.592,53.2,61.9,6.2,10.0,,.555,15.7,30.0,.207,,12.9,78.4,.176
44,2017-01-24,DEN,,UTA,W,103,93,108.9,98.3,94.6,.408,.342,.575,51.8,80.0,7.4,9.5,,.526,13.5,17.9,.303,,10.5,81.8,.188
45,2017-01-26,DEN,,PHO,W,127,120,135.9,128.4,93.4,.407,.267,.626,62.2,65.9,5.4,9.2,,.564,10.6,48.7,.349,,10.2,77.1,.157
46,2017-01-28,DEN,@,PHO,W,123,112,121.1,110.2,101.6,.525,.313,.624,52.7,43.6,6.9,4.3,,.538,12.4,22.0,.463,,8.7,78.0,.264
47,2017-01-31,DEN,@,LAL,L,116,120,118.1,122.2,98.2,.232,.273,.532,53.7,63.4,12.2,7.9,,.490,9.2,37.0,.192,,13.4,75.6,.157
48,2017-02-01,DEN,,MEM,L,99,119,101.8,122.4,97.2,.438,.313,.519,49.5,78.1,7.2,3.2,,.456,15.1,23.9,.325,,7.4,75.6,.163
49,2017-02-03,DEN,,MIL,W,121,117,118.0,114.1,102.6,.494,.315,.558,55.8,77.5,7.8,8.5,,.500,11.4,36.0,.360,,16.2,83.3,.217
50,2017-02-04,DEN,@,SAS,L,97,121,99.9,124.7,97.1,.109,.283,.503,52.5,53.7,7.2,1.7,,.500,17.9,34.0,.054,,13.4,78.8,.266
51,2017-02-06,DEN,,DAL,W,110,87,118.7,93.9,92.6,.190,.333,.604,62.8,66.7,7.6,18.9,,.565,14.1,27.8,.179,,10.4,92.9,.139
52,2017-02-08,DEN,@,ATL,L,106,117,111.5,123.0,95.1,.210,.440,.485,50.5,62.5,8.4,6.1,,.465,8.4,36.8,.130,,9.0,70.0,.161
53,2017-02-10,DEN,@,NYK,W,131,123,138.3,129.8,94.7,.105,.337,.659,57.1,55.6,6.3,9.1,,.653,13.1,41.0,.074,,9.5,73.7,.032
54,2017-02-11,DEN,@,CLE,L,109,125,110.6,126.9,98.5,.227,.381,.511,50.0,59.0,8.1,7.4,,.464,10.1,31.5,.196,,13.8,77.8,.214
55,2017-02-13,DEN,,GSW,W,132,110,130.9,109.1,100.8,.182,.466,.694,65.8,70.8,6.0,1.7,,.682,18.8,37.8,.136,,8.4,90.5,.130
56,2017-02-15,DEN,,MIN,L,99,112,102.7,116.2,96.4,.191,.362,.486,52.1,65.8,4.1,7.4,,.463,12.1,28.0,.128,,6.6,79.5,.279
57,2017-02-23,DEN,@,SAC,L,100,116,100.8,116.9,99.2,.159,.398,.531,48.3,59.0,10.1,2.7,,.511,14.5,21.3,.114,,12.7,78.6,.193
58,2017-02-24,DEN,,BRK,W,129,109,120.0,101.4,107.5,.247,.320,.600,54.8,65.3,10.2,3.8,,.577,10.8,23.9,.175,,16.4,85.1,.205
59,2017-02-26,DEN,,MEM,L,98,105,107.5,115.2,91.1,.202,.405,.536,44.3,70.3,9.9,6.4,,.506,11.6,21.7,.155,,14.2,69.0,.275
60,2017-02-28,DEN,@,CHI,W,125,107,126.3,108.2,98.9,.300,.375,.690,56.3,57.8,6.1,2.9,,.644,15.0,20.0,.275,,10.7,78.0,.094
61,2017-03-01,DEN,@,MIL,W,110,98,122.7,109.3,89.7,.238,.393,.593,57.0,51.2,8.9,3.1,,.548,13.1,36.8,.214,,12.7,75.6,.157
62,2017-03-04,DEN,,CHO,L,102,112,114.8,126.1,88.8,.313,.375,.560,51.1,58.3,5.6,4.8,,.506,12.5,26.8,.263,,4.9,72.3,.156
63,2017-03-06,DEN,,SAC,W,108,96,114.7,101.9,94.2,.378,.405,.626,50.0,75.7,11.7,3.0,,.588,16.5,19.4,.284,,14.0,75.0,.217
64,2017-03-08,DEN,,WAS,L,113,123,114.2,124.3,98.9,.195,.322,.598,47.6,67.4,6.1,3.2,,.603,14.5,22.2,.092,,10.2,78.4,.136
65,2017-03-10,DEN,,BOS,W,119,99,120.5,100.3,98.7,.259,.365,.628,59.5,53.3,11.1,8.3,,.600,16.0,30.6,.200,,16.5,81.3,.235
66,2017-03-11,DEN,@,SAC,W,105,92,115.7,101.4,90.7,.212,.400,.565,51.8,52.5,8.8,13.6,,.524,8.8,22.5,.188,,11.7,77.8,.146
67,2017-03-13,DEN,,LAL,W,129,101,126.1,98.8,102.3,.298,.452,.679,47.7,80.0,8.8,9.1,,.637,13.6,16.7,.262,,13.2,69.2,.113
68,2017-03-16,DEN,,LAC,W,129,114,136.0,120.2,94.9,.302,.326,.662,58.5,67.4,7.4,3.8,,.622,9.3,26.8,.256,,9.0,90.2,.119
69,2017-03-18,DEN,,HOU,L,105,109,105.2,109.2,99.8,.337,.348,.514,48.4,73.7,9.0,5.1,,.483,11.3,25.5,.213,,12.5,76.2,.337
70,2017-03-20,DEN,@,HOU,L,124,125,118.2,119.2,104.9,.302,.337,.636,57.8,59.1,6.7,5.9,,.581,16.3,21.6,.279,,10.8,87.0,.202
71,2017-03-22,DEN,,CLE,W,126,113,133.8,120.0,94.2,.135,.271,.619,53.7,68.6,7.4,0.0,,.589,5.6,24.4,.135,,9.9,82.9,.141
72,2017-03-24,DEN,@,IND,W,125,117,126.1,118.0,99.2,.524,.329,.619,53.6,59.0,8.1,5.6,,.518,11.4,28.2,.488,,10.7,75.6,.084
73,2017-03-26,DEN,,NOP,L,90,115,88.9,113.7,101.2,.147,.263,.445,44.4,58.3,3.0,1.4,,.411,8.2,12.3,.126,,8.1,80.4,.103
74,2017-03-28,DEN,@,POR,L,113,122,114.2,123.3,98.9,.213,.319,.550,50.0,52.3,3.0,9.4,,.516,10.5,27.3,.170,,7.9,70.0,.264
75,2017-03-31,DEN,@,CHO,L,114,122,119.9,128.3,95.1,.122,.367,.601,53.3,71.1,4.2,2.0,,.589,12.1,23.3,.089,,5.7,79.6,.291
76,2017-04-02,DEN,@,MIA,W,116,113,118.3,115.3,98.0,.310,.230,.587,49.4,56.8,9.2,10.0,,.534,7.5,15.0,.264,,9.4,82.9,.184
77,2017-04-04,DEN,@,NOP,W,134,131,133.3,130.3,100.5,.212,.303,.619,58.8,58.5,3.0,2.9,,.601,8.5,37.5,.152,,6.1,77.8,.150
78,2017-04-05,DEN,@,HOU,L,104,110,96.5,102.1,107.7,.173,.365,.465,47.7,63.4,9.3,9.4,,.428,9.7,21.1,.144,,13.4,78.0,.299
79,2017-04-07,DEN,,NOP,W,122,106,119.9,104.2,101.8,.410,.410,.662,60.2,72.1,8.8,5.3,,.635,18.6,32.4,.295,,9.5,79.6,.091
80,2017-04-09,DEN,,OKC,L,105,106,107.8,108.8,97.4,.179,.405,.579,43.8,55.0,6.2,5.6,,.542,11.7,10.0,.167,,10.2,67.9,.208
81,2017-04-11,DEN,@,DAL,W,109,91,113.8,95.0,95.8,.167,.500,.604,55.8,75.6,7.3,2.1,,.595,15.1,22.7,.107,,12.3,84.3,.102
82,2017-04-12,DEN,@,OKC,W,111,105,105.7,100.0,105.0,.376,.294,.560,45.7,56.4,5.7,10.5,,.500,13.1,11.9,.306,,10.0,73.1,.109
