G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-18,LAL,@,POR,L,119,128,107.0,115.1,111.3,.312,.323,.563,46.0,51.1,9.0,9.5,,.522,12.4,16.7,.237,,12.4,73.1,.270
2,2018-10-20,LAL,,HOU,L,115,124,106.4,114.8,108.1,.180,.320,.533,44.9,58.3,7.4,18.5,,.520,8.5,18.0,.110,,12.8,72.9,.208
3,2018-10-22,LAL,,SAS,L,142,143,124.1,125.0,103.6,.243,.364,.599,52.5,60.0,4.4,8.7,,.579,11.2,26.0,.168,,7.3,79.6,.289
4,2018-10-24,LAL,@,PHO,W,131,113,126.6,109.2,103.5,.230,.280,.595,49.4,65.4,12.6,9.4,,.570,6.8,23.9,.170,,16.9,78.0,.179
5,2018-10-25,LAL,,DEN,W,121,114,114.4,107.8,105.7,.250,.315,.592,48.8,58.7,12.3,4.3,,.554,11.3,20.9,.207,,15.9,76.7,.174
6,2018-10-27,LAL,@,SAS,L,106,110,104.3,108.2,101.6,.209,.384,.564,46.2,46.3,4.9,6.7,,.552,15.3,15.9,.128,,11.3,74.5,.209
7,2018-10-29,LAL,@,MIN,L,120,124,115.6,119.4,103.8,.144,.317,.542,48.5,49.0,7.7,11.6,,.529,14.0,35.4,.096,,11.2,60.8,.265
8,2018-10-31,LAL,,DAL,W,114,113,108.7,107.8,104.9,.286,.202,.603,49.4,53.5,11.4,10.5,,.571,17.5,21.1,.214,,19.6,75.6,.163
9,2018-11-03,LAL,@,POR,W,114,110,105.8,102.0,107.8,.291,.244,.588,50.0,44.4,8.3,15.9,,.570,17.1,20.9,.186,,11.0,71.9,.154
10,2018-11-04,LAL,,TOR,L,107,121,103.9,117.5,103.0,.341,.282,.547,43.7,64.1,5.8,6.3,,.494,14.1,14.3,.271,,10.3,71.1,.133
11,2018-11-07,LAL,,MIN,W,114,110,117.1,113.0,97.3,.154,.374,.587,54.0,72.7,6.2,7.8,,.566,14.1,29.3,.121,,13.6,76.1,.088
12,2018-11-10,LAL,@,SAC,W,101,86,99.0,84.3,102.0,.172,.384,.474,54.1,56.1,10.8,4.5,,.475,11.6,31.5,.071,,15.9,76.4,.174
13,2018-11-11,LAL,,ATL,W,107,106,103.0,102.0,103.9,.261,.413,.522,52.2,71.8,11.5,15.5,,.500,17.7,33.3,.163,,14.4,75.6,.116
14,2018-11-14,LAL,,POR,W,126,117,121.4,112.7,103.8,.280,.344,.603,50.5,56.8,10.6,10.0,,.554,11.1,23.4,.247,,12.0,77.1,.226
15,2018-11-17,LAL,@,ORL,L,117,130,113.0,125.5,103.6,.278,.333,.579,50.0,51.2,4.8,9.8,,.533,12.2,21.1,.233,,11.2,75.0,.204
16,2018-11-18,LAL,@,MIA,W,113,97,119.4,102.5,94.6,.221,.284,.542,51.0,38.1,7.4,9.1,,.500,7.9,28.0,.189,,11.2,75.0,.161
17,2018-11-21,LAL,@,CLE,W,109,105,114.4,110.2,95.3,.359,.321,.603,52.6,57.5,2.1,13.2,,.571,14.2,18.4,.256,,2.7,74.6,.137
18,2018-11-23,LAL,,UTA,W,90,83,87.3,80.5,103.1,.228,.291,.518,53.4,27.8,10.7,8.1,,.500,20.9,12.8,.139,,17.0,85.7,.153
19,2018-11-25,LAL,,ORL,L,104,108,101.5,105.4,102.4,.392,.329,.561,48.3,59.5,8.8,16.1,,.532,16.3,12.2,.253,,11.6,80.4,.140
20,2018-11-27,LAL,@,DEN,L,85,117,88.0,121.1,96.6,.207,.402,.448,39.4,55.9,5.2,11.1,,.420,11.2,15.4,.138,,9.6,66.0,.144
21,2018-11-29,LAL,,IND,W,104,96,102.1,94.3,101.8,.267,.279,.541,53.2,59.5,7.9,17.5,,.529,15.8,24.4,.151,,14.8,79.6,.256
22,2018-11-30,LAL,,DAL,W,114,103,107.8,97.4,105.8,.372,.349,.570,50.5,54.8,7.6,6.4,,.541,14.5,19.6,.244,,13.7,80.9,.291
23,2018-12-02,LAL,,PHO,W,120,96,113.1,90.5,106.1,.250,.293,.588,58.3,56.5,8.5,6.7,,.560,15.7,25.0,.185,,13.3,86.5,.097
24,2018-12-05,LAL,,SAS,W,121,113,116.8,109.1,103.6,.375,.443,.590,46.2,50.0,5.8,4.3,,.557,10.5,13.6,.261,,8.7,76.6,.208
25,2018-12-07,LAL,@,SAS,L,120,133,115.1,127.6,104.2,.210,.360,.549,47.3,52.2,7.7,1.7,,.515,6.8,20.4,.170,,8.7,78.6,.308
26,2018-12-08,LAL,@,MEM,W,111,88,115.7,91.7,95.9,.124,.412,.543,61.3,62.8,11.5,11.1,,.526,15.0,41.3,.093,,14.0,80.9,.167
27,2018-12-10,LAL,,MIA,W,108,105,109.7,106.7,98.4,.222,.356,.547,47.9,58.5,9.1,11.7,,.533,10.8,25.0,.133,,14.6,70.8,.106
28,2018-12-13,LAL,@,HOU,L,111,126,118.1,134.1,94.0,.338,.400,.604,41.9,53.5,9.6,9.8,,.600,11.6,20.0,.188,,11.6,61.5,.318
29,2018-12-15,LAL,@,CHO,W,128,100,120.8,94.3,106.0,.261,.370,.624,57.8,69.4,11.3,9.5,,.609,12.8,25.6,.174,,15.3,82.4,.163
30,2018-12-16,LAL,@,WAS,L,110,128,99.4,115.6,110.7,.198,.396,.556,45.7,54.5,9.0,8.0,,.544,18.2,18.2,.121,,13.3,70.0,.066
31,2018-12-18,LAL,@,BRK,L,110,115,105.3,110.1,104.4,.256,.444,.549,54.5,50.0,5.7,7.0,,.539,12.3,18.2,.144,,10.0,90.9,.143
32,2018-12-21,LAL,,NOP,W,112,104,107.0,99.3,104.7,.272,.348,.544,47.5,65.1,6.7,5.3,,.511,10.4,17.0,.196,,9.9,74.1,.078
33,2018-12-23,LAL,,MEM,L,99,107,105.4,114.0,93.9,.293,.400,.585,48.8,73.0,6.4,12.5,,.560,15.9,15.0,.200,,8.6,79.5,.100
34,2018-12-25,LAL,@,GSW,W,127,101,122.6,97.5,103.6,.318,.388,.655,57.0,57.4,4.8,5.3,,.629,11.0,16.7,.235,,11.3,86.0,.172
35,2018-12-27,LAL,@,SAC,L,116,117,110.8,111.7,104.7,.261,.284,.591,48.9,55.6,6.7,6.9,,.568,14.8,22.0,.182,,11.3,69.8,.168
36,2018-12-28,LAL,,LAC,L,107,118,97.8,107.9,109.4,.402,.345,.522,48.5,63.9,4.6,2.8,,.477,14.2,14.8,.276,,10.2,85.7,.352
37,2018-12-30,LAL,,SAC,W,121,114,115.7,109.0,104.6,.204,.449,.566,52.6,63.8,6.7,8.2,,.556,11.6,25.0,.122,,11.5,80.9,.095
38,2019-01-02,LAL,,OKC,L,100,107,90.8,97.1,110.2,.360,.303,.485,45.8,64.9,7.3,12.2,,.455,14.2,14.5,.213,,8.5,73.0,.190
39,2019-01-04,LAL,,NYK,L,112,119,104.1,110.6,107.6,.204,.378,.524,49.5,53.5,3.7,11.3,,.495,13.0,21.8,.153,,4.9,76.8,.343
40,2019-01-06,LAL,@,MIN,L,86,108,82.6,103.8,104.1,.322,.253,.433,49.0,62.5,5.8,7.0,,.397,17.5,22.2,.195,,12.5,81.8,.169
41,2019-01-07,LAL,@,DAL,W,107,97,105.6,95.7,101.4,.287,.309,.505,45.8,68.3,11.8,3.6,,.479,10.9,22.4,.181,,15.7,70.2,.198
42,2019-01-09,LAL,,DET,W,113,100,121.5,107.5,93.0,.220,.280,.628,58.8,65.2,5.4,14.3,,.610,13.5,25.7,.159,,8.9,84.4,.093
43,2019-01-11,LAL,@,UTA,L,95,113,88.4,105.1,107.5,.233,.262,.418,45.8,37.8,8.4,9.3,,.383,9.6,24.2,.155,,12.7,72.2,.229
44,2019-01-13,LAL,,CLE,L,95,101,97.1,103.2,97.9,.297,.374,.462,49.5,58.3,4.1,7.4,,.434,9.7,23.6,.176,,9.2,79.2,.191
45,2019-01-15,LAL,,CHI,W,107,100,107.6,100.6,99.4,.415,.317,.552,52.6,55.3,7.0,6.6,,.512,14.9,28.3,.280,,11.2,74.5,.185
46,2019-01-17,LAL,@,OKC,W,138,128,119.5,110.9,104.6,.212,.404,.637,58.9,74.0,9.5,10.0,,.601,17.5,32.6,.192,,11.1,76.6,.231
47,2019-01-19,LAL,@,HOU,L,134,138,121.9,125.5,99.6,.313,.385,.614,58.9,54.0,5.5,12.5,,.573,12.1,32.5,.250,,9.4,78.2,.290
48,2019-01-21,LAL,,GSW,L,111,130,106.9,125.2,103.9,.452,.238,.551,45.7,47.6,1.0,6.6,,.530,12.2,15.9,.262,,8.6,72.9,.143
49,2019-01-24,LAL,,MIN,L,105,120,105.3,120.3,99.7,.161,.322,.564,41.5,63.6,5.0,7.2,,.552,16.9,21.4,.103,,9.6,57.7,.216
50,2019-01-27,LAL,,PHO,W,116,102,121.9,107.2,95.2,.202,.258,.598,50.6,59.6,8.4,16.9,,.584,14.2,35.9,.135,,13.9,64.3,.318
51,2019-01-29,LAL,,PHI,L,105,121,102.1,117.6,102.9,.174,.250,.530,52.7,60.5,6.8,7.0,,.505,17.5,30.4,.130,,10.2,74.5,.237
52,2019-01-31,LAL,@,LAC,W,123,120,109.8,107.1,101.5,.380,.283,.573,52.3,66.7,6.2,6.6,,.516,13.0,15.2,.304,,6.5,80.3,.135
53,2019-02-02,LAL,@,GSW,L,101,115,99.5,113.3,101.5,.177,.281,.488,52.7,54.8,4.9,7.0,,.474,12.7,26.0,.104,,9.1,83.7,.198
54,2019-02-05,LAL,@,IND,L,94,136,93.6,135.5,100.4,.347,.280,.544,45.9,71.4,5.0,4.7,,.493,18.0,9.1,.267,,9.0,75.6,.051
55,2019-02-07,LAL,@,BOS,W,129,128,129.9,128.9,99.3,.186,.423,.615,47.3,70.0,5.0,10.7,,.629,7.1,21.3,.072,,7.2,75.0,.213
56,2019-02-10,LAL,@,PHI,L,120,143,113.2,134.9,106.0,.204,.290,.592,50.6,64.6,2.8,5.5,,.570,13.6,20.5,.151,,6.2,82.9,.196
57,2019-02-12,LAL,@,ATL,L,113,117,101.5,105.1,111.4,.263,.421,.533,48.4,61.0,9.0,12.0,,.505,12.4,19.6,.179,,16.2,85.0,.228
58,2019-02-21,LAL,,HOU,W,111,106,107.7,102.9,103.0,.384,.349,.552,55.7,57.9,3.9,8.5,,.488,14.5,25.5,.314,,12.9,90.2,.159
59,2019-02-23,LAL,@,NOP,L,115,128,106.0,118.0,108.5,.321,.358,.622,48.8,75.0,9.2,5.4,,.605,19.9,15.8,.210,,14.2,78.6,.135
60,2019-02-25,LAL,@,MEM,L,105,110,103.1,108.0,101.9,.225,.303,.537,44.7,62.5,7.9,8.8,,.506,14.8,19.2,.169,,12.0,70.6,.204
61,2019-02-27,LAL,,NOP,W,125,119,115.9,110.3,107.9,.330,.266,.581,42.9,75.5,6.5,11.9,,.564,6.9,13.6,.202,,10.2,70.2,.196
62,2019-03-01,LAL,,MIL,L,120,131,117.3,128.1,102.3,.188,.417,.577,44.0,63.0,3.9,7.5,,.547,8.0,16.7,.156,,9.6,74.4,.226
