G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2020-12-23,CHI,,ATL,L,104,124,100.1,119.4,103.9,.322,.402,.524,44.6,55.6,9.6,6.7,,.460,13.1,17.4,.276,,18.5,78.4,.300
2,2020-12-26,CHI,,IND,L,106,125,100.0,117.9,106.0,.275,.429,.520,45.6,67.6,6.6,10.4,,.462,16.4,24.5,.242,,13.6,75.7,.129
3,2020-12-27,CHI,,GSW,L,128,129,111.1,111.9,115.2,.360,.477,.642,56.8,61.4,3.5,10.5,,.610,19.4,18.4,.267,,9.3,82.5,.260
4,2020-12-29,CHI,@,WAS,W,115,107,108.9,101.3,105.6,.368,.414,.569,44.0,68.4,6.6,2.1,,.523,12.2,11.4,.276,,16.6,80.0,.274
5,2020-12-31,CHI,@,WAS,W,133,130,125.9,123.1,105.6,.272,.391,.646,54.3,68.0,8.5,5.5,,.620,12.7,24.3,.207,,12.1,79.5,.381
6,2021-01-01,CHI,@,MIL,L,96,126,88.7,116.5,108.2,.230,.299,.501,48.8,47.4,9.2,15.0,,.471,17.3,13.3,.161,,14.8,87.8,.235
7,2021-01-03,CHI,,DAL,W,118,108,116.6,106.8,101.2,.353,.435,.601,53.9,41.0,10.9,4.3,,.535,14.0,26.8,.318,,12.9,77.1,.213
8,2021-01-05,CHI,@,POR,W,111,108,110.6,107.6,100.3,.198,.451,.561,53.1,67.5,5.0,11.6,,.527,13.2,23.4,.165,,9.8,80.4,.117
9,2021-01-06,CHI,@,SAC,L,124,128,126.2,130.3,98.3,.161,.430,.622,52.4,55.1,3.1,3.7,,.602,12.3,27.0,.129,,6.4,73.3,.220
10,2021-01-08,CHI,@,LAL,L,115,117,118.2,120.2,97.3,.154,.286,.592,49.4,56.5,10.3,5.8,,.560,11.0,22.0,.143,,13.9,76.2,.284
11,2021-01-10,CHI,@,LAC,L,127,130,126.2,129.2,100.6,.221,.429,.752,52.1,63.8,6.0,3.7,,.727,20.7,11.5,.195,,8.8,74.5,.217
12,2021-01-15,CHI,@,OKC,L,125,127,107.5,109.2,105.3,.275,.505,.613,56.0,62.8,4.3,13.3,,.588,19.0,19.6,.198,,8.7,87.0,.152
13,2021-01-17,CHI,@,DAL,W,117,101,111.5,96.3,104.9,.388,.294,.588,50.0,74.4,13.3,9.7,,.547,11.6,12.5,.282,,13.6,77.8,.118
14,2021-01-18,CHI,,HOU,W,125,120,116.3,111.6,107.5,.228,.489,.617,56.6,53.5,9.3,6.3,,.576,14.4,22.7,.207,,15.1,94.9,.125
15,2021-01-22,CHI,@,CHO,W,123,110,122.0,109.1,100.8,.125,.448,.607,48.3,67.3,10.9,7.5,,.589,12.1,30.6,.104,,17.9,70.0,.224
16,2021-01-23,CHI,,LAL,L,90,101,88.7,99.6,101.4,.262,.298,.480,51.7,54.5,7.9,1.7,,.440,16.1,21.3,.190,,16.3,87.5,.316
17,2021-01-25,CHI,,BOS,L,103,119,102.9,118.9,100.1,.114,.443,.557,48.2,68.3,4.0,12.1,,.563,16.3,19.1,.045,,11.1,84.2,.184
18,2021-01-30,CHI,,POR,L,122,123,131.1,132.2,93.1,.176,.529,.666,55.1,72.1,5.4,4.3,,.629,14.1,29.7,.176,,7.7,78.0,.182
19,2021-02-01,CHI,,NYK,W,110,102,113.0,104.8,97.3,.227,.386,.568,47.1,71.4,3.1,1.7,,.540,11.0,17.1,.170,,10.1,75.0,.253
20,2021-02-03,CHI,,NYK,L,103,107,105.1,109.2,98.0,.182,.409,.542,44.7,58.1,11.2,4.5,,.523,8.7,14.3,.125,,15.1,74.4,.112
21,2021-02-05,CHI,@,ORL,L,119,123,118.1,122.1,100.7,.208,.313,.568,44.9,58.7,8.9,9.3,,.526,7.1,20.4,.188,,13.4,75.0,.346
22,2021-02-06,CHI,@,ORL,W,118,92,126.4,98.6,93.4,.143,.330,.610,50.0,59.6,6.4,14.7,,.599,9.4,25.6,.099,,9.9,70.6,.126
23,2021-02-08,CHI,,WAS,L,101,105,99.9,103.9,101.1,.282,.353,.528,51.5,63.9,5.9,5.0,,.476,14.3,21.3,.235,,11.3,80.0,.314
24,2021-02-10,CHI,,NOP,W,129,116,138.0,124.1,93.4,.136,.580,.751,50.0,75.0,4.3,13.3,,.747,15.7,21.2,.099,,11.5,75.7,.259
25,2021-02-12,CHI,,LAC,L,106,125,110.7,130.6,95.7,.176,.376,.579,52.6,57.5,4.2,5.4,,.541,12.4,19.5,.165,,8.9,89.2,.140
26,2021-02-15,CHI,@,IND,W,120,112,105.1,98.1,103.4,.216,.324,.537,56.1,56.8,5.3,3.4,,.495,13.9,25.0,.186,,15.2,85.5,.272
27,2021-02-17,CHI,,DET,W,105,102,106.8,103.7,98.3,.282,.329,.549,53.5,70.7,8.1,13.0,,.529,12.0,19.0,.176,,12.3,86.4,.244
28,2021-02-19,CHI,@,PHI,L,105,112,108.2,115.5,97.0,.189,.337,.510,44.2,60.0,5.2,9.1,,.458,9.7,26.0,.189,,13.1,64.4,.264
29,2021-02-20,CHI,,SAC,W,122,114,122.6,114.5,99.5,.183,.280,.688,48.1,49.0,5.0,11.6,,.665,13.6,6.5,.159,,6.1,75.0,.184
30,2021-02-22,CHI,@,HOU,W,120,100,121.0,100.9,99.1,.110,.396,.629,54.5,49.0,5.0,8.9,,.621,10.3,18.6,.077,,7.9,81.0,.135
31,2021-02-24,CHI,,MIN,W,133,126,118.0,111.8,102.1,.172,.269,.665,51.2,50.9,9.8,7.6,,.645,17.3,20.0,.140,,13.1,73.5,.192
32,2021-02-26,CHI,,PHO,L,97,106,102.8,112.4,94.3,.128,.397,.589,57.7,64.1,2.1,6.1,,.577,17.1,18.2,.090,,6.9,92.1,.136
33,2021-03-01,CHI,,DEN,L,112,118,114.6,120.7,97.8,.234,.404,.540,46.8,59.5,7.2,5.0,,.511,8.8,25.5,.170,,11.1,76.9,.184
34,2021-03-03,CHI,@,NOP,W,128,124,125.9,122.0,101.6,.234,.298,.617,56.3,58.3,5.9,13.1,,.574,11.9,31.7,.213,,9.9,82.1,.313
35,2021-03-11,CHI,,PHI,L,105,127,104.1,125.9,100.9,.193,.349,.583,45.8,66.7,3.0,8.6,,.554,17.4,20.0,.157,,8.4,69.8,.107
36,2021-03-12,CHI,,MIA,L,90,101,93.6,105.0,96.1,.076,.413,.473,54.9,73.5,5.2,6.7,,.451,14.4,23.1,.076,,9.2,97.4,.188
37,2021-03-14,CHI,,TOR,W,118,95,116.8,94.0,101.0,.237,.454,.551,61.2,79.5,5.9,15.6,,.515,9.3,31.1,.186,,10.8,86.8,.167
38,2021-03-16,CHI,,OKC,W,123,102,126.3,104.7,97.4,.191,.383,.603,49.4,50.0,8.2,5.7,,.574,9.7,28.6,.160,,15.1,69.8,.122
39,2021-03-17,CHI,,SAS,L,99,106,103.6,110.9,95.6,.099,.363,.521,52.6,60.0,6.3,5.2,,.500,15.2,29.8,.088,,8.1,74.0,.247
40,2021-03-19,CHI,@,DEN,L,127,131,120.7,124.5,95.3,.256,.389,.634,49.4,68.1,5.7,3.5,,.617,13.8,20.9,.178,,11.2,78.6,.231
41,2021-03-21,CHI,@,DET,W,100,86,105.1,90.4,95.2,.175,.350,.580,58.4,70.3,8.4,14.0,,.550,17.3,23.7,.150,,13.1,84.3,.220
42,2021-03-22,CHI,,UTA,L,95,120,98.7,124.6,96.3,.125,.271,.469,51.6,53.8,5.2,5.7,,.438,11.4,28.0,.115,,8.4,77.8,.141
43,2021-03-24,CHI,,CLE,L,94,103,101.8,111.5,92.4,.169,.337,.527,49.5,56.8,6.5,6.3,,.494,14.4,22.7,.145,,9.4,74.5,.087
44,2021-03-27,CHI,@,SAS,L,104,120,101.4,117.0,102.5,.189,.358,.505,53.9,68.3,5.9,5.0,,.474,12.0,22.9,.147,,9.3,90.2,.212
45,2021-03-29,CHI,@,GSW,L,102,116,104.2,118.5,97.9,.131,.286,.574,50.0,75.0,8.2,9.3,,.560,17.6,21.6,.095,,12.7,75.6,.087
46,2021-03-31,CHI,@,PHO,L,116,121,123.1,128.5,94.2,.212,.333,.536,61.0,62.8,6.4,7.1,,.490,7.7,39.1,.192,,8.9,88.9,.222
47,2021-04-02,CHI,@,UTA,L,106,113,113.4,120.8,93.5,.191,.315,.549,48.8,60.5,5.3,7.0,,.522,5.9,15.9,.146,,9.9,85.0,.329
48,2021-04-04,CHI,,BRK,W,115,107,122.1,113.6,94.2,.385,.282,.630,53.3,67.4,4.2,4.6,,.603,9.0,16.2,.269,,4.9,89.5,.065
49,2021-04-06,CHI,@,IND,W,113,97,111.2,95.5,101.6,.149,.351,.564,63.3,63.6,8.9,8.6,,.543,16.6,34.1,.117,,12.8,87.8,.136
50,2021-04-08,CHI,@,TOR,W,122,113,124.8,115.6,97.8,.207,.345,.643,54.4,74.5,5.1,4.8,,.609,14.4,31.6,.184,,8.6,71.2,.186
51,2021-04-09,CHI,@,ATL,L,108,120,112.9,125.5,95.6,.163,.384,.586,48.1,61.0,6.3,1.8,,.552,12.4,18.6,.151,,8.7,83.3,.226
52,2021-04-11,CHI,@,MIN,L,117,121,115.9,119.9,100.9,.141,.413,.599,51.4,63.8,9.9,17.8,,.592,11.7,19.5,.087,,13.2,90.9,.309
53,2021-04-12,CHI,@,MEM,L,90,101,89.9,100.9,100.1,.198,.360,.481,44.0,63.9,8.0,5.3,,.448,15.4,16.3,.151,,18.0,76.2,.141
54,2021-04-14,CHI,,ORL,L,106,115,115.5,125.3,91.8,.105,.430,.589,46.5,56.1,7.6,9.7,,.576,11.8,17.5,.081,,6.7,71.7,.169
55,2021-04-16,CHI,,MEM,L,115,126,119.6,131.0,96.2,.156,.354,.560,52.3,75.6,3.1,2.2,,.536,9.7,26.5,.125,,4.9,84.6,.221
56,2021-04-17,CHI,,CLE,W,106,96,118.5,107.4,89.4,.110,.488,.617,46.3,73.2,6.7,3.4,,.598,10.4,10.8,.098,,9.9,75.6,.068
57,2021-04-19,CHI,@,BOS,W,102,96,107.1,100.8,95.2,.110,.352,.535,50.6,73.2,11.6,15.4,,.511,11.2,20.0,.099,,15.2,91.2,.182
58,2021-04-21,CHI,@,CLE,L,105,121,108.5,125.1,96.7,.228,.468,.604,50.0,69.2,6.2,7.7,,.576,17.9,17.9,.177,,9.4,79.1,.170
59,2021-04-22,CHI,,CHO,W,108,91,113.0,95.2,95.6,.126,.494,.588,56.8,69.8,8.4,3.9,,.575,15.6,26.2,.092,,13.5,84.8,.159
60,2021-04-24,CHI,@,MIA,L,101,106,108.0,113.4,93.5,.165,.481,.596,53.2,73.7,7.5,4.7,,.563,16.7,16.2,.152,,9.9,85.7,.250
61,2021-04-26,CHI,@,MIA,W,110,102,117.6,109.1,93.5,.286,.377,.635,60.0,80.5,3.2,8.3,,.604,17.2,24.3,.221,,5.0,87.5,.274
62,2021-04-28,CHI,@,NYK,L,94,113,100.9,121.3,93.1,.118,.341,.526,51.2,74.4,2.1,6.3,,.518,13.5,17.9,.071,,3.9,80.0,.187
63,2021-04-30,CHI,,MIL,L,98,108,99.2,109.3,98.8,.219,.344,.466,49.5,62.2,5.1,7.7,,.438,8.7,24.6,.146,,9.2,81.8,.167
64,2021-05-01,CHI,@,ATL,L,97,108,103.0,114.6,94.2,.200,.282,.524,47.0,55.0,11.7,0.0,,.506,12.3,17.4,.129,,14.1,83.8,.270
65,2021-05-03,CHI,,PHI,L,94,106,101.0,113.9,93.1,.161,.391,.505,47.6,69.4,7.5,4.3,,.477,13.9,24.5,.126,,16.0,80.0,.200
66,2021-05-06,CHI,@,CHO,W,120,99,121.1,99.9,99.1,.187,.407,.609,55.4,71.7,10.1,14.5,,.604,14.7,31.9,.110,,13.3,75.9,.078
67,2021-05-07,CHI,,BOS,W,121,99,125.2,102.4,96.6,.182,.404,.566,52.5,60.5,10.3,8.5,,.525,7.8,29.4,.172,,11.9,77.1,.209
68,2021-05-09,CHI,@,DET,W,108,96,115.4,102.6,93.6,.167,.381,.599,53.8,62.8,6.4,5.8,,.583,8.1,13.5,.119,,12.8,88.4,.165
69,2021-05-11,CHI,,BRK,L,107,115,112.5,120.9,95.1,.146,.458,.524,46.9,53.8,4.2,8.9,,.500,8.1,20.8,.115,,6.5,72.9,.213
70,2021-05-13,CHI,,TOR,W,114,102,117.6,105.2,96.9,.120,.434,.652,61.4,68.9,4.1,7.4,,.645,17.1,24.2,.084,,8.4,86.0,.111
71,2021-05-15,CHI,@,BRK,L,91,105,98.1,113.2,92.8,.173,.418,.431,50.0,70.6,7.5,7.5,,.403,7.9,30.2,.122,,8.8,80.5,.103
72,2021-05-16,CHI,,MIL,W,118,112,116.1,110.2,101.7,.218,.368,.619,52.3,51.1,7.9,15.1,,.598,14.4,20.5,.161,,9.6,78.7,.267
