G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2020-12-23,ORL,,MIA,W,113,107,107.7,102.0,104.9,.341,.318,.558,48.8,54.8,14.3,4.8,,.534,14.4,23.4,.216,,19.4,81.1,.193
2,2020-12-26,ORL,@,WAS,W,130,120,117.8,108.7,110.3,.305,.326,.603,55.7,52.1,7.2,0.0,,.563,10.8,23.4,.242,,11.5,86.0,.158
3,2020-12-27,ORL,@,WAS,W,120,113,121.2,114.1,99.0,.447,.294,.590,48.9,51.4,6.1,4.6,,.488,9.0,24.4,.435,,11.2,72.3,.113
4,2020-12-29,ORL,@,OKC,W,118,107,115.1,104.4,102.5,.167,.229,.573,49.5,53.1,11.7,3.8,,.547,9.6,24.5,.135,,17.3,77.3,.115
5,2020-12-31,ORL,,PHI,L,92,116,89.3,112.7,103.0,.221,.295,.441,47.1,51.5,1.9,8.6,,.384,9.5,17.5,.200,,12.5,84.4,.143
6,2021-01-02,ORL,,OKC,L,99,108,99.7,108.8,99.3,.111,.352,.437,51.4,52.5,7.0,2.2,,.417,5.0,24.6,.083,,9.5,87.0,.221
7,2021-01-04,ORL,,CLE,W,103,83,112.6,90.7,91.5,.148,.386,.550,60.7,57.9,9.8,12.3,,.517,16.9,40.9,.136,,13.4,80.0,.082
8,2021-01-06,ORL,,CLE,W,105,94,113.1,101.3,92.8,.222,.358,.590,48.9,50.0,4.3,6.8,,.568,14.4,20.0,.160,,9.4,72.9,.212
9,2021-01-08,ORL,@,HOU,L,90,132,93.3,136.8,96.5,.180,.326,.469,46.2,50.0,5.2,4.5,,.427,11.1,17.6,.157,,7.7,82.5,.088
10,2021-01-09,ORL,@,DAL,L,98,112,102.1,116.6,96.0,.247,.348,.497,49.4,44.7,11.5,5.1,,.461,8.4,20.8,.180,,16.4,84.6,.177
11,2021-01-11,ORL,,MIL,L,99,121,100.9,123.3,98.1,.143,.341,.512,50.6,61.5,5.1,7.1,,.489,15.7,31.9,.110,,12.3,72.5,.176
12,2021-01-15,ORL,@,BOS,L,97,124,99.3,127.0,97.6,.234,.298,.468,50.5,36.8,5.1,2.2,,.441,9.6,27.8,.149,,9.4,83.8,.193
13,2021-01-16,ORL,@,BRK,L,115,122,112.2,119.0,102.5,.168,.484,.564,48.1,63.6,12.7,9.3,,.537,10.5,19.6,.137,,17.6,87.9,.282
14,2021-01-18,ORL,@,NYK,L,84,91,91.6,99.2,91.7,.186,.442,.451,49.0,62.1,4.4,15.0,,.407,10.6,20.0,.163,,5.6,75.9,.276
15,2021-01-20,ORL,@,MIN,W,97,96,102.6,101.6,94.5,.228,.337,.479,52.7,72.2,5.3,16.0,,.446,9.8,27.1,.163,,12.5,81.4,.106
16,2021-01-22,ORL,@,IND,L,118,120,115.6,117.5,92.5,.255,.394,.564,52.7,67.4,6.9,5.1,,.548,11.8,26.5,.160,,9.0,81.8,.172
17,2021-01-24,ORL,,CHO,L,104,107,109.3,112.5,95.1,.149,.437,.561,50.0,69.2,4.2,7.7,,.546,13.9,24.4,.103,,11.2,78.0,.102
