G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2020-12-26,HOU,@,POR,L,126,128,117.4,119.2,97.2,.368,.402,.623,48.3,60.0,4.7,8.8,,.580,13.7,22.7,.287,,10.4,74.4,.147
2,2020-12-28,HOU,@,DEN,L,111,124,107.0,119.5,103.8,.267,.453,.577,42.2,64.1,7.7,5.4,,.547,13.5,10.9,.198,,12.2,75.0,.207
3,2020-12-31,HOU,,SAC,W,122,119,117.1,114.3,104.2,.291,.419,.629,50.0,57.8,9.6,9.5,,.599,15.7,24.4,.221,,12.3,71.4,.188
4,2021-01-02,HOU,,SAC,W,102,94,105.4,97.2,96.7,.284,.506,.560,50.5,41.7,10.3,16.1,,.525,12.5,15.4,.210,,12.4,75.0,.167
5,2021-01-04,HOU,,DAL,L,100,113,105.8,119.6,94.5,.468,.519,.539,40.7,56.7,5.3,9.3,,.461,11.4,14.6,.377,,14.2,73.7,.232
6,2021-01-06,HOU,@,IND,L,107,114,106.5,113.4,100.5,.321,.370,.579,50.6,48.7,7.0,18.2,,.531,14.8,13.9,.259,,8.2,82.9,.236
7,2021-01-08,HOU,,ORL,W,132,90,136.8,93.3,96.5,.121,.516,.689,53.8,66.7,6.2,13.3,,.681,7.7,17.5,.088,,11.1,82.4,.157
8,2021-01-10,HOU,,LAL,L,102,120,96.9,114.0,105.3,.256,.456,.509,46.7,59.5,6.6,12.9,,.478,17.3,25.0,.178,,13.6,75.0,.198
9,2021-01-12,HOU,,LAL,L,100,117,96.1,112.5,104.0,.165,.412,.481,43.3,60.5,13.5,9.6,,.454,11.1,18.5,.124,,17.3,74.4,.226
10,2021-01-14,HOU,@,SAS,W,109,105,110.3,106.3,98.8,.221,.384,.578,54.4,59.5,6.1,9.8,,.564,16.0,24.4,.140,,9.2,79.6,.130
11,2021-01-16,HOU,@,SAS,L,91,103,88.5,100.2,102.8,.321,.381,.475,46.8,64.5,5.8,11.8,,.440,18.7,22.6,.202,,9.8,69.6,.180
12,2021-01-18,HOU,@,CHI,L,120,125,111.6,116.3,107.5,.193,.455,.628,43.4,54.3,7.4,2.1,,.619,15.1,5.1,.125,,14.4,77.3,.207
13,2021-01-20,HOU,,PHO,L,103,109,99.2,105.0,103.8,.250,.352,.527,46.4,45.9,10.6,9.1,,.477,14.1,15.9,.216,,14.9,80.0,.191
14,2021-01-22,HOU,@,DET,W,103,102,102.0,101.0,101.0,.211,.432,.496,48.1,64.9,6.9,22.0,,.463,11.9,25.5,.158,,16.2,72.5,.305
15,2021-01-23,HOU,@,DAL,W,133,108,135.3,109.8,98.3,.337,.430,.673,59.1,59.6,5.1,8.6,,.640,12.4,33.3,.267,,9.0,79.6,.349
16,2021-01-26,HOU,,WAS,W,107,88,105.2,86.5,101.7,.330,.420,.531,46.8,43.2,12.8,6.8,,.489,11.4,17.4,.239,,17.4,75.0,.200
17,2021-01-28,HOU,,POR,W,104,101,105.2,102.1,98.9,.200,.522,.531,49.0,50.0,8.1,13.5,,.494,11.7,20.4,.167,,13.5,78.7,.065
18,2021-01-30,HOU,@,NOP,W,126,112,119.1,105.8,105.8,.217,.500,.625,48.4,71.1,7.6,10.0,,.598,12.2,15.6,.174,,11.9,79.2,.198
19,2021-02-01,HOU,@,OKC,W,136,106,130.1,101.4,104.5,.108,.510,.636,52.6,61.2,7.7,10.9,,.618,9.3,21.3,.098,,14.1,83.3,.169
20,2021-02-03,HOU,@,OKC,L,87,104,81.3,97.2,107.0,.151,.535,.474,44.6,63.6,10.3,8.0,,.453,17.9,9.8,.105,,18.2,87.8,.265
21,2021-02-04,HOU,@,MEM,W,115,103,117.9,105.6,97.5,.195,.517,.609,50.6,63.4,8.2,5.8,,.580,12.9,20.0,.161,,11.8,76.6,.195
22,2021-02-06,HOU,,SAS,L,106,111,102.9,107.8,103.0,.284,.432,.535,51.1,55.3,4.9,9.7,,.500,10.8,14.0,.205,,8.9,85.1,.333
23,2021-02-08,HOU,@,CHO,L,94,119,98.6,124.9,95.3,.186,.547,.505,43.3,57.1,9.4,8.2,,.483,10.6,16.7,.128,,12.8,73.8,.133
24,2021-02-09,HOU,@,NOP,L,101,130,105.0,135.1,96.2,.231,.473,.504,40.2,63.2,5.2,6.6,,.489,10.7,23.1,.132,,7.9,62.5,.261
25,2021-02-11,HOU,,MIA,L,94,101,97.5,104.7,96.5,.241,.602,.512,46.2,75.0,7.3,2.7,,.476,12.4,16.3,.181,,18.6,81.0,.228
26,2021-02-13,HOU,@,NYK,L,99,121,102.6,125.4,96.5,.341,.489,.489,51.1,51.5,5.2,8.6,,.420,8.2,23.1,.284,,6.8,89.5,.221
27,2021-02-15,HOU,@,WAS,L,119,131,107.8,118.7,110.4,.374,.407,.562,46.6,53.5,8.2,8.1,,.516,14.5,19.6,.275,,12.4,76.2,.250
28,2021-02-17,HOU,@,PHI,L,113,118,106.3,111.0,106.3,.196,.511,.565,45.3,61.9,12.2,10.9,,.538,15.3,18.4,.152,,17.4,81.1,.346
29,2021-02-22,HOU,,CHI,L,100,120,100.9,121.0,99.1,.198,.417,.479,45.5,54.1,7.1,7.3,,.453,7.9,19.0,.135,,10.3,81.4,.077
30,2021-02-24,HOU,@,CLE,L,96,112,102.7,119.9,93.4,.189,.367,.492,37.5,50.0,8.6,16.3,,.456,6.7,17.0,.156,,14.9,68.6,.118
31,2021-02-26,HOU,@,TOR,L,111,122,111.6,122.7,99.4,.220,.516,.556,43.5,59.0,4.0,10.4,,.516,9.9,15.9,.187,,10.6,73.2,.292
32,2021-02-28,HOU,,MEM,L,84,133,77.0,122.0,109.0,.494,.542,.416,40.4,43.5,6.4,9.4,,.301,18.5,21.1,.410,,14.5,70.3,.245
33,2021-03-01,HOU,,CLE,L,90,101,94.9,106.5,94.8,.316,.408,.520,38.5,41.9,13.7,9.3,,.474,13.9,8.7,.237,,18.5,81.3,.260
34,2021-03-03,HOU,,BRK,L,114,132,116.1,134.4,98.2,.308,.473,.552,41.1,63.2,10.2,10.0,,.516,8.0,21.8,.220,,12.8,71.4,.200
35,2021-03-11,HOU,@,SAC,L,105,125,98.5,117.3,106.6,.172,.455,.493,45.4,58.5,6.6,10.2,,.470,10.9,18.2,.121,,10.3,81.0,.261
36,2021-03-12,HOU,@,UTA,L,99,114,96.4,111.0,102.7,.116,.384,.420,49.5,36.6,10.7,12.2,,.406,7.8,29.7,.071,,15.6,83.8,.259
37,2021-03-14,HOU,,BOS,L,107,134,103.9,130.1,103.0,.341,.549,.511,40.2,65.7,7.8,9.1,,.473,9.5,18.2,.231,,12.1,73.0,.152
38,2021-03-16,HOU,,ATL,L,107,119,114.6,127.4,93.4,.148,.386,.571,49.3,64.3,6.4,12.2,,.551,12.2,25.6,.114,,11.4,75.0,.163
39,2021-03-17,HOU,,GSW,L,94,108,92.2,105.9,102.0,.500,.338,.482,50.0,57.6,6.9,6.7,,.456,14.1,16.0,.263,,11.2,87.0,.111
40,2021-03-19,HOU,,DET,L,100,113,103.1,116.5,97.0,.182,.364,.526,43.7,53.8,7.2,7.1,,.494,12.0,15.9,.148,,11.8,72.1,.294
41,2021-03-21,HOU,,OKC,L,112,114,115.4,117.5,97.1,.342,.481,.616,42.2,56.4,7.2,7.7,,.582,15.0,19.5,.253,,13.6,61.2,.187
42,2021-03-22,HOU,,TOR,W,117,99,118.1,100.0,99.0,.289,.400,.577,51.6,68.3,7.1,14.9,,.533,9.8,21.7,.233,,12.0,82.2,.172
43,2021-03-24,HOU,,CHO,L,97,122,105.8,133.1,91.7,.256,.570,.507,43.8,72.7,6.5,4.8,,.477,5.9,20.0,.174,,12.3,74.4,.275
44,2021-03-26,HOU,@,MIN,L,101,107,97.9,103.7,103.2,.149,.506,.545,48.5,70.3,4.8,13.8,,.523,17.0,16.3,.115,,7.3,74.1,.184
45,2021-03-27,HOU,@,MIN,W,129,107,134.1,111.2,96.2,.141,.424,.660,50.6,58.0,7.3,15.6,,.641,10.9,25.0,.120,,10.2,75.6,.259
46,2021-03-29,HOU,,MEM,L,110,120,106.6,116.3,103.2,.234,.447,.530,47.2,70.0,8.7,9.3,,.484,10.4,20.0,.202,,14.3,82.1,.200
47,2021-03-31,HOU,@,BRK,L,108,120,115.6,128.5,93.4,.308,.513,.610,40.8,56.4,5.4,14.8,,.583,12.8,15.4,.218,,10.1,67.6,.211
48,2021-04-02,HOU,@,BOS,L,102,118,106.6,123.3,95.7,.302,.419,.523,44.4,70.3,6.3,2.1,,.500,11.0,20.4,.186,,12.2,73.2,.102
49,2021-04-04,HOU,,NOP,L,115,122,109.2,115.8,105.4,.270,.449,.578,46.6,61.0,2.8,5.6,,.551,14.6,18.8,.191,,12.4,70.9,.242
50,2021-04-05,HOU,,PHO,L,130,133,125.4,128.3,103.7,.418,.418,.695,50.7,65.1,5.8,6.1,,.652,16.1,13.9,.342,,9.9,84.6,.314
51,2021-04-07,HOU,,DAL,W,102,93,110.5,100.8,92.3,.182,.500,.537,51.6,55.3,7.6,10.4,,.528,9.5,22.2,.102,,8.5,78.0,.195
52,2021-04-09,HOU,@,LAC,L,109,126,113.2,130.9,96.3,.325,.446,.574,51.9,71.8,3.1,11.8,,.542,12.9,26.1,.229,,8.8,87.9,.125
53,2021-04-10,HOU,@,GSW,L,109,125,106.8,122.4,102.1,.227,.420,.563,50.0,61.0,7.8,5.4,,.540,15.7,26.5,.159,,14.0,78.0,.143
54,2021-04-12,HOU,@,PHO,L,120,126,117.5,123.3,102.2,.218,.483,.629,54.8,72.7,8.8,6.1,,.603,18.0,28.6,.172,,11.3,76.5,.117
55,2021-04-14,HOU,,IND,L,124,132,113.7,121.0,109.1,.212,.327,.545,49.5,45.8,11.0,10.3,,.510,11.7,30.2,.173,,14.8,73.8,.181
