G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-17,ATL,@,NYK,L,107,126,94.3,111.0,113.5,.200,.400,.546,49.5,46.3,6.2,4.5,,.511,19.7,16.3,.167,,11.8,79.2,.242
2,2018-10-19,ATL,@,MEM,L,117,131,110.4,123.6,106.0,.434,.361,.592,49.4,65.9,8.5,9.1,,.578,16.1,24.4,.253,,13.8,80.6,.370
3,2018-10-21,ATL,@,CLE,W,133,111,125.5,104.7,106.0,.194,.480,.625,47.3,66.7,8.5,9.7,,.602,10.1,20.9,.153,,14.6,70.0,.091
4,2018-10-24,ATL,,DAL,W,111,104,102.7,96.2,108.1,.341,.418,.530,50.9,75.7,5.5,11.8,,.489,12.5,18.9,.242,,14.2,83.0,.176
5,2018-10-27,ATL,,CHI,L,85,97,83.6,95.3,101.7,.274,.476,.452,48.0,74.1,8.8,16.0,,.393,18.9,20.0,.226,,18.2,82.2,.157
6,2018-10-29,ATL,@,PHI,L,92,113,87.2,107.1,105.5,.223,.394,.446,42.3,57.1,9.5,5.8,,.415,11.2,17.2,.149,,15.1,69.8,.172
7,2018-10-30,ATL,@,CLE,L,114,136,107.8,128.6,105.7,.207,.427,.637,44.8,56.8,5.7,12.3,,.628,19.7,14.6,.134,,10.7,71.7,.367
8,2018-11-01,ATL,,SAC,L,115,146,101.9,129.4,112.9,.391,.356,.564,48.3,61.9,5.3,9.5,,.529,17.7,21.7,.264,,11.1,76.7,.265
9,2018-11-03,ATL,,MIA,W,123,118,122.4,117.4,100.5,.261,.364,.627,47.4,71.7,10.9,15.6,,.597,14.0,22.2,.205,,15.0,69.0,.235
10,2018-11-06,ATL,@,CHO,L,102,113,94.5,104.6,108.0,.212,.353,.549,46.3,53.7,12.0,14.8,,.518,19.1,16.7,.165,,17.4,78.9,.109
11,2018-11-07,ATL,,NYK,L,107,112,105.4,110.3,101.5,.315,.413,.511,48.4,70.3,4.9,19.1,,.462,14.0,28.8,.239,,14.1,73.2,.429
12,2018-11-09,ATL,,DET,L,109,124,105.9,120.5,102.9,.506,.354,.564,54.6,47.2,5.8,4.0,,.500,14.2,20.9,.380,,8.7,81.5,.124
13,2018-11-11,ATL,@,LAL,L,106,107,102.0,103.0,103.9,.137,.389,.526,47.8,61.0,10.6,7.4,,.500,14.4,24.4,.116,,17.7,66.7,.163
14,2018-11-13,ATL,@,GSW,L,103,110,106.4,113.6,96.8,.169,.360,.539,46.7,62.5,9.3,3.1,,.517,12.8,22.2,.124,,11.5,71.1,.220
15,2018-11-15,ATL,@,DEN,L,93,138,87.6,130.0,106.2,.293,.457,.448,43.4,62.5,6.6,7.9,,.397,15.5,25.0,.217,,12.5,71.8,.202
16,2018-11-17,ATL,@,IND,L,89,97,82.8,90.3,107.4,.310,.333,.450,43.6,64.5,14.0,10.5,,.402,15.4,10.4,.218,,18.6,78.3,.172
17,2018-11-19,ATL,,LAC,L,119,127,111.1,118.5,107.1,.188,.376,.544,49.5,64.4,5.6,10.0,,.505,11.3,30.2,.168,,11.7,70.0,.398
18,2018-11-21,ATL,,TOR,L,108,124,108.3,124.3,99.7,.194,.387,.535,38.2,57.1,10.0,11.5,,.505,8.2,18.0,.151,,14.5,64.1,.189
19,2018-11-23,ATL,,BOS,L,96,114,90.0,106.9,106.6,.358,.432,.512,48.2,62.9,8.4,13.7,,.469,17.6,12.2,.247,,13.8,83.3,.187
20,2018-11-25,ATL,,CHO,W,124,123,122.0,121.0,101.6,.117,.415,.627,49.4,68.0,4.9,19.1,,.617,13.2,22.0,.085,,8.7,76.2,.250
21,2018-11-27,ATL,@,MIA,W,115,113,107.8,105.9,106.7,.400,.388,.611,51.7,57.9,12.2,14.3,,.550,20.3,23.8,.338,,16.6,76.6,.230
22,2018-11-28,ATL,@,CHO,L,94,108,90.4,103.8,104.0,.237,.473,.458,55.1,62.5,10.6,12.7,,.403,15.6,29.1,.204,,12.4,88.4,.337
