G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-17,SAS,,MIN,W,112,108,116.8,112.7,95.8,.312,.269,.530,53.1,55.0,3.1,5.6,,.489,10.2,37.3,.226,,9.7,70.2,.264
2,2018-10-20,SAS,@,POR,L,108,121,115.2,129.1,93.8,.140,.300,.509,46.5,69.0,5.3,7.7,,.485,5.3,28.3,.110,,11.5,75.8,.190
3,2018-10-22,SAS,@,LAL,W,143,142,125.0,124.1,103.6,.392,.289,.629,47.5,64.0,7.9,4.4,,.593,7.3,20.4,.289,,11.2,74.0,.168
4,2018-10-24,SAS,,IND,L,96,116,103.3,124.9,92.9,.241,.218,.499,53.5,45.7,3.2,5.5,,.437,11.9,30.0,.230,,9.9,86.1,.080
5,2018-10-27,SAS,,LAL,W,110,106,108.2,104.3,101.6,.264,.176,.542,53.8,45.5,6.9,9.4,,.500,11.3,25.5,.209,,15.3,84.1,.128
6,2018-10-29,SAS,,DAL,W,113,108,102.2,97.7,100.1,.231,.220,.564,45.6,64.3,15.4,3.5,,.511,14.5,10.9,.220,,18.3,81.8,.132
7,2018-10-31,SAS,@,PHO,W,120,90,117.6,88.2,102.0,.313,.217,.635,57.3,52.2,6.9,9.1,,.578,12.9,17.6,.289,,13.3,85.4,.156
8,2018-11-03,SAS,,NOP,W,109,95,108.8,94.8,100.2,.146,.240,.533,47.3,64.4,8.0,7.1,,.510,8.1,16.0,.115,,15.1,85.4,.221
9,2018-11-04,SAS,,ORL,L,110,117,115.5,122.9,95.2,.284,.398,.556,50.0,65.8,3.2,8.5,,.500,10.0,23.8,.250,,7.5,75.0,.143
10,2018-11-07,SAS,@,MIA,L,88,95,90.7,97.9,97.1,.149,.340,.439,45.0,61.3,8.2,8.2,,.399,10.7,20.7,.138,,11.4,72.5,.140
11,2018-11-10,SAS,,HOU,W,96,89,105.0,97.3,91.4,.365,.270,.559,48.4,51.5,3.3,10.2,,.514,14.9,19.0,.270,,7.2,71.7,.222
12,2018-11-12,SAS,@,SAC,L,99,104,102.4,107.6,96.7,.184,.356,.526,48.9,65.8,5.2,6.5,,.494,13.8,19.1,.149,,11.6,82.9,.081
13,2018-11-14,SAS,@,PHO,L,96,116,99.2,119.8,96.8,.289,.277,.513,53.1,45.7,7.2,7.5,,.464,16.1,28.3,.229,,15.5,85.7,.083
14,2018-11-15,SAS,@,LAC,L,111,116,111.3,116.3,99.7,.245,.284,.491,47.4,46.3,7.0,9.7,,.446,4.2,26.8,.196,,10.7,76.9,.329
15,2018-11-18,SAS,,GSW,W,104,92,109.6,96.9,94.9,.185,.261,.523,51.1,58.5,3.2,8.3,,.500,9.1,23.4,.130,,10.4,78.7,.198
16,2018-11-19,SAS,@,NOP,L,126,140,124.8,138.6,101.0,.319,.255,.588,51.2,48.9,6.9,0.0,,.543,12.3,39.1,.255,,8.5,65.0,.118
17,2018-11-21,SAS,,MEM,L,103,104,111.6,112.7,92.3,.366,.268,.541,51.8,60.0,4.3,8.9,,.470,7.8,21.7,.317,,9.1,89.2,.222
18,2018-11-23,SAS,@,IND,W,111,100,111.0,100.0,100.0,.289,.253,.593,50.5,66.7,3.0,5.3,,.566,13.8,20.9,.205,,10.4,77.1,.051
19,2018-11-24,SAS,@,MIL,L,129,135,124.2,129.9,103.9,.304,.228,.618,48.8,55.1,7.7,6.5,,.587,8.7,20.5,.228,,11.6,83.3,.256
20,2018-11-26,SAS,@,CHI,W,108,107,109.0,108.0,99.1,.097,.323,.557,51.7,64.4,7.1,3.5,,.538,9.3,15.6,.086,,10.4,88.6,.100
21,2018-11-28,SAS,@,MIN,L,89,128,91.6,131.8,97.1,.149,.310,.480,48.9,67.6,1.0,13.8,,.437,16.3,25.5,.149,,7.0,72.3,.101
22,2018-11-30,SAS,,HOU,L,105,136,108.9,141.1,96.4,.233,.326,.554,45.6,61.5,4.1,9.1,,.512,12.1,20.0,.198,,4.5,71.1,.163
23,2018-12-02,SAS,,POR,W,131,118,132.9,119.7,98.6,.265,.181,.707,49.3,58.0,5.1,7.0,,.669,11.5,16.1,.241,,15.4,76.3,.186
24,2018-12-04,SAS,@,UTA,L,105,139,102.1,135.2,102.8,.122,.244,.554,43.2,56.8,6.8,9.8,,.528,14.4,15.9,.111,,15.5,83.3,.202
25,2018-12-05,SAS,@,LAL,L,113,121,109.1,116.8,103.6,.208,.281,.539,53.8,41.9,7.7,4.1,,.484,8.7,23.4,.208,,10.5,86.4,.261
26,2018-12-07,SAS,,LAL,W,133,120,127.6,115.1,104.2,.363,.341,.630,52.7,58.7,3.8,10.9,,.577,8.7,21.4,.308,,6.8,79.6,.170
27,2018-12-09,SAS,,UTA,W,110,97,116.0,102.3,94.8,.135,.157,.583,54.8,55.3,7.4,12.5,,.556,10.4,25.6,.124,,13.0,80.0,.165
28,2018-12-11,SAS,,PHO,W,111,86,115.6,89.5,96.0,.229,.253,.607,53.5,68.3,7.3,3.7,,.572,14.1,20.0,.193,,16.2,82.6,.146
29,2018-12-13,SAS,,LAC,W,125,87,130.4,90.8,95.8,.289,.265,.668,52.8,52.1,10.4,13.2,,.639,10.5,21.6,.229,,15.2,75.0,.202
30,2018-12-15,SAS,,CHI,L,93,98,102.2,107.7,91.0,.356,.288,.551,50.6,56.3,3.3,8.8,,.486,15.1,17.9,.301,,6.8,81.0,.209
31,2018-12-17,SAS,,PHI,W,123,96,128.4,100.2,95.8,.195,.264,.651,52.3,57.1,5.2,14.8,,.615,6.0,12.1,.184,,9.0,77.4,.051
32,2018-12-19,SAS,@,ORL,W,129,90,138.5,96.6,93.2,.273,.247,.748,57.7,58.0,5.4,6.9,,.727,11.3,15.4,.221,,10.2,78.8,.112
33,2018-12-21,SAS,,MIN,W,124,98,126.7,100.1,97.9,.207,.379,.653,56.2,78.3,7.2,4.8,,.638,14.4,26.8,.149,,11.0,81.3,.313
34,2018-12-22,SAS,@,HOU,L,101,108,107.7,115.2,93.8,.125,.273,.544,42.6,57.1,3.2,22.0,,.534,8.8,11.4,.080,,7.9,66.7,.158
35,2018-12-26,SAS,,DEN,W,111,103,111.2,103.2,99.8,.244,.356,.557,51.5,69.0,6.0,8.0,,.522,9.1,16.3,.189,,10.7,79.6,.167
36,2018-12-28,SAS,@,DEN,L,99,102,105.9,109.1,93.5,.225,.303,.506,42.2,57.5,15.0,5.4,,.494,9.3,25.0,.124,,17.8,61.9,.165
37,2018-12-29,SAS,@,LAC,W,122,111,114.9,104.5,106.2,.356,.264,.606,55.1,61.4,9.4,6.5,,.540,13.0,19.5,.322,,14.7,85.4,.366
38,2018-12-31,SAS,,BOS,W,120,111,121.7,112.5,98.6,.198,.286,.607,51.8,60.0,6.1,7.4,,.571,10.0,20.5,.176,,11.0,79.5,.159
39,2019-01-03,SAS,,TOR,W,125,107,128.4,109.9,97.4,.235,.318,.666,53.0,68.1,7.2,0.0,,.629,11.3,21.1,.212,,9.1,80.0,.264
40,2019-01-05,SAS,,MEM,W,108,88,108.4,88.3,99.6,.479,.301,.611,50.6,72.2,10.0,5.6,,.541,14.5,8.1,.397,,18.1,83.3,.183
41,2019-01-07,SAS,@,DET,W,119,107,130.5,117.4,91.2,.405,.253,.639,50.7,55.8,5.5,9.4,,.589,8.8,24.3,.329,,9.8,76.3,.165
42,2019-01-09,SAS,@,MEM,L,86,96,88.7,99.0,96.9,.277,.325,.462,50.5,46.7,4.1,3.5,,.428,12.3,15.7,.181,,8.3,83.3,.156
43,2019-01-10,SAS,,OKC,W,154,147,127.1,121.3,100.3,.293,.192,.689,46.7,67.9,6.6,12.7,,.646,13.2,12.5,.263,,9.5,73.1,.140
44,2019-01-12,SAS,@,OKC,L,112,122,107.8,117.4,103.9,.208,.323,.534,52.5,47.7,4.8,10.0,,.510,11.8,24.5,.146,,6.2,84.8,.269
45,2019-01-14,SAS,,CHO,L,93,108,98.7,114.6,94.2,.146,.244,.533,44.4,55.3,4.2,10.7,,.506,12.1,7.5,.122,,6.7,80.5,.098
46,2019-01-16,SAS,@,DAL,W,105,101,122.2,117.5,86.0,.145,.361,.595,46.2,63.4,10.5,13.6,,.572,9.3,27.5,.120,,12.3,65.8,.140
47,2019-01-18,SAS,@,MIN,W,116,113,116.8,113.8,99.3,.354,.293,.612,48.2,58.5,3.0,6.9,,.567,14.4,20.9,.280,,9.8,76.2,.381
