G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-17,CHO,,MIL,L,112,113,109.2,110.2,102.6,.239,.413,.551,41.8,51.2,7.8,17.6,,.533,9.8,16.4,.152,,18.3,74.4,.176
2,2018-10-19,CHO,@,ORL,W,120,88,119.0,87.2,100.9,.217,.413,.595,55.6,74.4,5.9,6.3,,.560,13.0,27.3,.185,,13.0,78.2,.106
3,2018-10-20,CHO,@,MIA,W,113,112,113.6,112.6,99.5,.247,.452,.548,44.9,56.1,6.0,21.8,,.527,9.6,24.5,.161,,12.9,70.0,.213
4,2018-10-22,CHO,@,TOR,L,106,127,105.8,126.8,100.2,.186,.289,.505,47.1,51.2,5.0,10.4,,.469,10.3,25.5,.155,,12.2,84.4,.138
5,2018-10-24,CHO,@,CHI,L,110,112,117.1,119.2,93.9,.341,.412,.563,44.4,62.2,5.3,10.4,,.494,5.8,18.2,.306,,13.2,75.7,.364
6,2018-10-26,CHO,,CHI,W,135,106,138.7,108.9,97.4,.172,.344,.675,59.5,56.6,10.3,20.4,,.645,9.1,29.7,.161,,12.1,83.0,.188
7,2018-10-27,CHO,@,PHI,L,103,105,102.6,104.6,100.4,.253,.368,.488,46.2,51.4,3.0,12.7,,.437,7.9,17.6,.211,,9.5,73.6,.275
8,2018-10-30,CHO,,MIA,W,125,113,127.4,115.1,98.1,.358,.346,.667,53.4,61.4,7.1,8.5,,.623,13.0,25.0,.296,,13.3,75.6,.230
9,2018-11-01,CHO,,OKC,L,107,111,103.3,107.2,103.5,.237,.441,.521,51.0,68.4,6.8,5.1,,.468,14.2,23.9,.215,,8.4,74.1,.219
10,2018-11-03,CHO,,CLE,W,126,94,130.4,97.3,96.6,.143,.330,.651,65.8,55.8,3.1,12.7,,.626,13.4,34.3,.132,,12.9,92.7,.173
11,2018-11-06,CHO,,ATL,W,113,102,104.6,94.5,108.0,.196,.337,.565,53.8,60.0,8.3,7.3,,.560,17.4,21.1,.109,,19.1,83.3,.165
12,2018-11-09,CHO,@,PHI,L,132,133,117.1,118.0,102.1,.364,.364,.517,45.4,58.1,8.9,8.8,,.464,3.0,23.3,.273,,12.5,72.9,.330
13,2018-11-11,CHO,@,DET,W,113,103,117.1,106.7,96.5,.212,.329,.608,47.4,55.8,6.2,13.3,,.571,11.4,17.1,.188,,8.2,64.5,.144
14,2018-11-13,CHO,@,CLE,L,89,113,93.0,118.1,95.7,.200,.432,.431,38.1,66.7,12.5,6.6,,.389,8.0,20.7,.158,,17.4,64.1,.118
15,2018-11-17,CHO,,PHI,L,119,122,102.1,104.7,105.5,.273,.313,.537,48.0,54.8,8.6,5.2,,.475,13.3,17.0,.253,,14.8,81.6,.355
16,2018-11-19,CHO,,BOS,W,117,112,116.5,111.5,100.4,.247,.461,.593,51.8,41.9,5.0,5.3,,.567,11.6,19.5,.180,,11.0,81.8,.146
17,2018-11-21,CHO,,IND,W,127,109,135.6,116.4,93.6,.275,.363,.708,49.3,66.7,7.5,5.9,,.675,11.8,18.2,.238,,13.3,75.0,.190
18,2018-11-23,CHO,@,OKC,L,104,109,102.5,107.5,101.4,.149,.330,.519,50.0,55.8,7.9,8.3,,.489,11.5,23.9,.128,,11.9,76.1,.172
19,2018-11-25,CHO,@,ATL,L,123,124,121.0,122.0,101.6,.304,.489,.590,50.6,73.2,7.9,7.3,,.543,8.7,23.8,.250,,13.2,78.0,.085
20,2018-11-26,CHO,,MIL,W,110,107,110.3,107.3,99.7,.370,.358,.584,47.8,55.3,9.0,11.4,,.549,10.5,11.6,.259,,12.4,79.6,.189
21,2018-11-28,CHO,,ATL,W,108,94,103.8,90.4,104.0,.446,.241,.544,44.9,52.6,14.4,10.2,,.482,12.4,11.6,.337,,15.6,70.9,.204
22,2018-11-30,CHO,,UTA,L,111,119,113.6,121.8,97.7,.137,.295,.551,48.1,40.4,8.2,7.3,,.542,7.4,16.7,.084,,13.6,83.8,.160
23,2018-12-02,CHO,,NOP,L,109,119,107.0,116.9,101.8,.308,.396,.527,45.1,64.1,8.8,11.1,,.484,9.6,21.2,.231,,15.0,76.9,.233
24,2018-12-05,CHO,@,MIN,L,104,121,104.6,121.7,99.5,.153,.337,.497,44.4,67.5,7.0,1.5,,.469,8.7,24.5,.122,,13.3,73.0,.146
25,2018-12-07,CHO,,DEN,W,113,107,118.3,112.0,95.6,.442,.407,.550,46.6,60.6,8.4,13.6,,.459,8.1,27.1,.395,,7.4,63.6,.208
26,2018-12-09,CHO,@,NYK,W,119,107,115.7,104.1,102.8,.310,.391,.602,50.6,45.2,10.7,6.0,,.552,10.8,15.4,.264,,15.0,81.8,.065
27,2018-12-12,CHO,,DET,W,108,107,109.4,108.4,98.7,.435,.329,.533,46.2,60.0,7.1,9.6,,.465,6.5,13.3,.341,,12.8,78.3,.163
28,2018-12-14,CHO,,NYK,L,124,126,112.0,113.8,100.3,.098,.471,.583,52.6,79.2,6.3,7.8,,.569,13.1,19.6,.078,,8.2,82.4,.204
29,2018-12-15,CHO,,LAL,L,100,128,94.3,120.8,106.0,.196,.315,.500,42.2,56.4,2.8,10.3,,.462,15.3,17.6,.163,,12.8,74.4,.174
30,2018-12-19,CHO,,CLE,W,110,99,118.5,106.6,92.8,.098,.272,.573,59.3,51.1,4.3,8.1,,.565,11.1,29.5,.065,,7.2,90.5,.082
31,2018-12-21,CHO,,DET,W,98,86,108.9,95.5,90.0,.373,.320,.561,51.2,57.6,7.8,10.4,,.520,15.5,27.5,.267,,13.2,72.7,.171
32,2018-12-23,CHO,@,BOS,L,103,119,106.3,122.9,96.9,.295,.364,.518,44.0,63.2,9.3,10.6,,.477,8.3,20.0,.216,,12.6,71.8,.233
33,2018-12-26,CHO,@,BRK,L,132,134,112.2,113.9,97.3,.283,.292,.554,48.2,55.3,6.8,5.3,,.514,9.8,20.3,.217,,13.2,80.4,.125
34,2018-12-28,CHO,,BRK,W,100,87,104.3,90.8,95.8,.100,.330,.479,50.5,46.3,4.2,14.3,,.465,7.1,23.5,.070,,13.2,80.4,.205
35,2018-12-29,CHO,@,WAS,L,126,130,120.8,124.6,104.3,.267,.344,.626,49.4,46.8,8.6,7.1,,.594,13.7,23.3,.211,,10.4,77.5,.226
36,2018-12-31,CHO,,ORL,W,125,100,127.6,102.1,97.9,.388,.282,.628,48.9,69.0,8.2,1.8,,.559,7.4,14.6,.353,,9.9,75.5,.152
37,2019-01-02,CHO,,DAL,L,84,122,85.5,124.2,98.2,.211,.356,.427,44.7,71.9,4.1,6.0,,.389,12.5,21.1,.156,,8.9,73.9,.168
38,2019-01-05,CHO,@,DEN,L,110,123,113.6,127.0,96.8,.317,.354,.589,50.5,56.4,7.2,6.3,,.543,15.4,29.3,.256,,5.9,67.3,.147
39,2019-01-06,CHO,@,PHO,W,119,113,115.8,109.9,102.8,.374,.275,.562,56.1,50.0,8.8,1.7,,.522,12.4,29.8,.264,,13.3,91.4,.205
40,2019-01-08,CHO,@,LAC,L,109,128,107.1,125.8,101.8,.322,.367,.530,48.9,55.6,4.9,7.9,,.467,9.7,20.8,.278,,8.9,82.5,.194
41,2019-01-11,CHO,@,POR,L,96,127,98.1,129.7,97.9,.178,.333,.495,47.8,63.9,3.1,3.8,,.472,11.8,20.0,.122,,8.5,82.5,.086
42,2019-01-12,CHO,@,SAC,L,97,104,96.2,103.2,100.8,.250,.409,.497,53.3,58.3,6.0,17.7,,.477,15.6,26.0,.148,,9.5,78.2,.081
43,2019-01-14,CHO,@,SAS,W,108,93,114.6,98.7,94.2,.120,.391,.558,55.6,55.8,7.4,6.5,,.538,6.7,19.5,.098,,12.1,92.5,.122
44,2019-01-17,CHO,,SAC,W,114,95,117.1,97.6,97.3,.333,.437,.571,52.3,53.8,11.3,7.3,,.511,11.5,27.9,.287,,15.4,75.6,.068
45,2019-01-19,CHO,,PHO,W,135,115,137.7,117.3,98.0,.307,.386,.676,67.1,64.6,5.1,14.8,,.636,13.8,42.4,.261,,6.5,84.8,.299
46,2019-01-20,CHO,@,IND,L,95,120,95.5,120.6,99.5,.305,.427,.511,46.3,60.6,5.0,8.2,,.476,14.7,15.2,.207,,7.1,75.5,.120
47,2019-01-23,CHO,@,MEM,W,118,107,126.5,114.7,93.3,.403,.390,.651,49.3,56.1,8.6,4.0,,.610,9.0,13.5,.312,,9.8,84.2,.272
48,2019-01-25,CHO,@,MIL,L,99,108,96.0,104.7,103.2,.278,.433,.490,53.5,55.6,3.9,3.4,,.456,14.4,23.1,.189,,10.0,87.2,.225
49,2019-01-28,CHO,,NYK,W,101,92,106.7,97.2,94.7,.170,.362,.500,52.6,64.1,4.2,16.1,,.473,9.0,25.5,.128,,7.7,82.6,.200
50,2019-01-30,CHO,@,BOS,L,94,126,99.9,133.9,94.1,.079,.449,.510,36.9,51.3,7.4,8.2,,.511,11.5,14.6,.034,,9.3,66.7,.156
51,2019-02-01,CHO,,MEM,W,100,92,113.1,104.1,88.4,.384,.397,.586,50.0,46.9,6.8,13.7,,.521,12.3,16.2,.329,,11.2,79.1,.163
52,2019-02-02,CHO,,CHI,W,125,118,137.6,129.9,90.8,.354,.390,.660,48.0,58.1,6.6,3.5,,.610,6.0,22.5,.305,,9.8,77.1,.309
53,2019-02-05,CHO,,LAC,L,115,117,120.2,122.3,95.7,.280,.452,.551,47.8,48.7,8.4,14.3,,.500,4.6,21.6,.237,,10.4,80.5,.172
54,2019-02-06,CHO,@,DAL,L,93,99,94.0,100.1,98.9,.191,.416,.482,45.2,47.2,9.1,15.5,,.455,12.7,16.0,.135,,11.4,72.2,.128
55,2019-02-09,CHO,@,ATL,W,129,120,131.4,122.2,98.2,.205,.477,.672,50.7,62.5,12.2,13.2,,.653,11.9,27.8,.159,,16.0,73.0,.163
56,2019-02-11,CHO,@,IND,L,90,99,105.5,116.1,85.3,.367,.444,.431,56.7,51.7,8.2,4.1,,.361,4.6,38.2,.278,,12.8,85.7,.203
57,2019-02-14,CHO,@,ORL,L,89,127,91.9,131.1,96.9,.277,.330,.422,47.4,54.5,6.2,7.5,,.372,7.1,23.6,.202,,6.5,80.0,.152
58,2019-02-22,CHO,,WAS,W,123,110,117.6,105.2,104.5,.229,.344,.582,55.2,56.5,6.7,10.3,,.547,11.0,25.6,.188,,11.0,79.2,.165
59,2019-02-23,CHO,,BRK,L,115,117,119.9,122.0,95.9,.349,.407,.580,50.0,38.5,4.2,11.4,,.523,10.8,27.9,.291,,10.9,73.2,.230
60,2019-02-25,CHO,,GSW,L,110,121,108.8,119.7,101.1,.286,.363,.537,43.7,57.5,12.9,11.1,,.478,10.5,20.0,.253,,13.0,69.0,.116
61,2019-02-27,CHO,,HOU,L,113,118,110.4,115.3,102.3,.325,.398,.595,56.5,64.1,8.8,9.6,,.542,15.9,21.1,.277,,9.0,85.1,.231
62,2019-03-01,CHO,@,BRK,W,123,112,121.9,111.0,100.9,.181,.223,.606,51.9,48.0,5.9,7.4,,.580,11.4,25.0,.149,,13.8,81.1,.163
63,2019-03-03,CHO,,POR,L,108,118,108.8,118.8,99.3,.277,.398,.580,42.2,67.6,7.0,7.8,,.530,11.4,10.3,.241,,9.4,70.5,.219
64,2019-03-06,CHO,,MIA,L,84,91,90.0,97.5,93.3,.183,.439,.474,44.0,73.3,7.5,6.3,,.451,17.7,22.7,.122,,16.0,63.8,.067
65,2019-03-08,CHO,,WAS,W,112,111,116.9,115.8,95.8,.208,.427,.534,53.1,60.0,7.3,13.6,,.490,10.3,35.3,.188,,12.6,72.3,.256
66,2019-03-09,CHO,@,MIL,L,114,131,112.9,129.8,100.9,.151,.419,.575,38.9,56.8,4.0,4.3,,.554,10.8,12.8,.118,,10.4,67.4,.289
67,2019-03-11,CHO,@,HOU,L,106,118,106.7,118.8,99.3,.169,.461,.554,41.5,60.5,4.0,8.3,,.517,10.3,14.0,.157,,12.0,72.7,.275
68,2019-03-15,CHO,@,WAS,W,116,110,116.0,110.0,100.0,.119,.307,.546,50.5,39.1,11.0,14.0,,.525,10.1,28.8,.099,,15.5,79.5,.179
69,2019-03-17,CHO,@,MIA,L,75,93,85.1,105.5,88.1,.217,.434,.412,44.4,42.3,6.8,9.4,,.355,11.7,21.6,.193,,10.4,68.8,.140
70,2019-03-19,CHO,,PHI,L,114,118,115.9,119.9,98.4,.530,.422,.557,51.1,44.4,3.0,3.7,,.488,8.1,20.8,.398,,6.6,85.7,.244
71,2019-03-21,CHO,,MIN,W,113,106,109.7,102.9,103.0,.240,.290,.511,52.9,60.5,4.9,10.0,,.475,8.3,27.3,.180,,11.4,81.6,.205
72,2019-03-23,CHO,,BOS,W,124,117,122.8,115.8,101.0,.295,.400,.578,55.8,61.9,6.9,10.0,,.537,9.3,28.6,.232,,9.1,84.8,.108
73,2019-03-24,CHO,@,TOR,W,115,114,126.8,125.7,90.7,.183,.441,.572,52.7,78.0,13.2,5.9,,.538,6.5,30.4,.161,,13.6,89.3,.169
74,2019-03-26,CHO,,SAS,W,125,116,114.1,105.9,99.2,.280,.420,.556,42.9,65.2,8.2,7.2,,.525,5.1,10.4,.200,,9.3,70.2,.139
75,2019-03-29,CHO,@,LAL,L,115,129,117.2,131.5,98.1,.193,.443,.602,45.7,61.9,8.2,3.8,,.563,12.0,19.5,.182,,12.7,72.5,.099
76,2019-03-31,CHO,@,GSW,L,90,137,93.3,142.0,96.5,.294,.376,.469,35.9,80.0,8.3,7.3,,.400,10.3,14.9,.259,,13.9,67.7,.114
77,2019-04-01,CHO,@,UTA,L,102,111,100.9,109.8,101.1,.322,.333,.496,48.4,41.7,11.9,4.5,,.439,9.7,19.2,.256,,15.8,87.2,.253
78,2019-04-03,CHO,@,NOP,W,115,109,112.1,106.3,102.6,.356,.378,.552,50.0,50.0,12.7,11.4,,.489,9.6,21.2,.300,,17.0,84.1,.165
79,2019-04-05,CHO,,TOR,W,113,111,117.1,115.1,96.5,.149,.415,.564,48.2,63.6,6.2,3.7,,.537,5.7,17.4,.128,,13.6,86.5,.200
80,2019-04-07,CHO,@,DET,W,104,91,116.2,101.7,89.5,.261,.352,.530,44.4,60.5,5.6,5.9,,.489,4.8,17.8,.205,,8.4,66.7,.141
81,2019-04-09,CHO,@,CLE,W,124,97,138.1,108.1,89.8,.218,.564,.725,47.4,77.8,8.9,11.9,,.718,10.5,15.6,.154,,13.1,69.6,.067
82,2019-04-10,CHO,,ORL,L,114,122,124.1,132.8,91.9,.346,.372,.634,45.1,51.2,3.3,6.9,,.577,8.2,11.8,.308,,5.8,75.7,.170
