G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2020-12-23,TOR,,NOP,L,99,113,95.2,108.6,104.0,.135,.517,.525,43.8,68.4,9.6,13.2,,.506,17.5,15.9,.101,,21.3,77.8,.125
2,2020-12-26,TOR,@,SAS,L,114,119,109.5,114.3,104.1,.156,.427,.556,46.5,72.7,7.7,13.6,,.536,9.7,20.4,.115,,13.0,72.0,.110
3,2020-12-29,TOR,@,PHI,L,93,100,89.6,96.3,103.8,.156,.500,.484,46.5,65.6,11.6,13.2,,.450,16.5,18.2,.133,,15.4,80.4,.333
4,2020-12-31,TOR,,NYK,W,100,83,100.8,83.7,99.2,.253,.627,.542,52.5,61.8,7.1,11.5,,.512,14.8,18.8,.181,,13.4,83.0,.182
5,2021-01-02,TOR,@,NOP,L,116,120,118.4,122.5,98.0,.297,.527,.564,44.4,55.3,6.1,8.9,,.495,8.0,21.7,.286,,10.4,68.2,.434
6,2021-01-04,TOR,,BOS,L,114,126,108.9,120.3,104.7,.422,.411,.534,39.8,55.6,12.4,7.3,,.472,8.6,15.4,.322,,16.1,70.7,.345
7,2021-01-06,TOR,@,PHO,L,115,123,122.8,131.4,93.6,.405,.443,.618,50.6,46.2,6.4,11.6,,.582,11.4,23.3,.291,,9.7,80.0,.265
8,2021-01-08,TOR,@,SAC,W,144,123,145.6,124.3,98.9,.242,.429,.715,62.9,56.6,8.1,10.6,,.692,10.6,34.3,.198,,10.5,91.4,.198
9,2021-01-10,TOR,@,GSW,L,105,106,104.9,105.9,100.1,.229,.396,.497,48.5,51.3,8.0,21.3,,.474,8.6,25.0,.146,,12.9,74.5,.183
10,2021-01-11,TOR,@,POR,L,111,112,112.6,113.7,98.5,.135,.528,.589,50.6,67.5,6.1,12.2,,.556,13.7,17.1,.135,,12.1,81.8,.265
11,2021-01-14,TOR,,CHO,W,111,108,118.1,114.9,94.0,.148,.568,.592,47.6,82.5,13.8,11.5,,.568,15.4,30.2,.125,,16.3,65.9,.103
12,2021-01-16,TOR,,CHO,W,116,113,114.7,111.8,101.1,.302,.570,.595,47.3,77.8,4.9,15.7,,.541,13.3,16.3,.267,,12.3,75.0,.253
13,2021-01-18,TOR,,DAL,W,116,93,117.5,94.2,98.7,.205,.375,.605,54.8,52.3,9.1,13.0,,.568,12.7,23.1,.182,,14.6,82.2,.268
14,2021-01-20,TOR,,MIA,L,102,111,108.0,117.5,94.5,.205,.557,.532,47.1,77.1,8.5,7.5,,.489,11.1,24.0,.182,,17.1,78.4,.188
15,2021-01-22,TOR,,MIA,W,101,81,106.8,85.7,94.5,.107,.476,.574,58.4,56.4,11.6,6.5,,.565,19.3,30.0,.071,,18.9,89.2,.104
16,2021-01-24,TOR,@,IND,W,107,102,106.5,101.6,100.4,.289,.389,.527,48.9,64.9,11.9,16.7,,.494,13.6,25.5,.200,,15.7,73.3,.218
17,2021-01-25,TOR,@,IND,L,114,129,114.5,129.5,99.6,.290,.409,.543,46.4,63.2,9.0,12.2,,.484,8.7,25.5,.258,,11.7,78.8,.474
18,2021-01-27,TOR,,MIL,L,108,115,107.8,114.8,100.2,.128,.585,.544,43.8,68.4,8.0,16.3,,.521,10.0,18.2,.106,,11.8,72.0,.204
19,2021-01-29,TOR,,SAC,L,124,126,124.0,126.0,100.0,.384,.372,.617,47.9,47.6,14.0,4.8,,.564,13.0,30.8,.314,,19.4,67.6,.308
20,2021-01-31,TOR,,ORL,W,115,102,117.6,104.3,97.8,.244,.433,.577,53.3,65.9,8.2,10.9,,.522,9.9,20.0,.233,,9.6,86.7,.280
21,2021-02-02,TOR,@,ORL,W,123,108,124.6,109.4,98.7,.301,.542,.654,46.5,80.0,14.2,7.8,,.602,10.5,14.0,.277,,14.4,79.1,.135
22,2021-02-05,TOR,@,BRK,W,123,117,123.8,117.8,99.4,.144,.330,.596,50.6,44.9,10.1,15.8,,.572,8.8,27.3,.124,,16.3,78.4,.275
23,2021-02-06,TOR,@,ATL,L,121,132,120.3,131.3,100.5,.351,.392,.540,46.9,58.5,9.0,13.2,,.490,5.1,26.4,.268,,16.9,85.7,.392
24,2021-02-08,TOR,@,MEM,W,128,113,138.0,121.8,92.8,.338,.481,.724,46.8,66.7,11.9,4.2,,.675,13.7,23.3,.312,,13.1,61.2,.299
25,2021-02-10,TOR,@,WAS,W,137,115,132.3,111.0,103.6,.247,.344,.664,50.0,57.1,4.8,9.6,,.629,10.4,20.9,.215,,12.0,75.5,.204
26,2021-02-11,TOR,@,BOS,L,106,120,106.6,120.7,99.4,.229,.337,.580,39.5,63.4,7.0,17.0,,.548,12.5,7.9,.181,,15.5,67.4,.256
27,2021-02-14,TOR,,MIN,L,112,116,110.3,114.2,101.5,.341,.363,.535,48.7,63.2,5.9,7.0,,.473,9.5,22.2,.286,,16.6,84.8,.171
28,2021-02-16,TOR,@,MIL,W,124,113,118.1,107.6,105.0,.231,.473,.619,51.8,54.3,7.6,13.0,,.599,13.0,18.2,.165,,15.3,87.8,.229
29,2021-02-18,TOR,@,MIL,W,110,96,116.3,101.5,94.6,.295,.449,.624,41.6,68.4,6.3,11.1,,.564,9.3,5.1,.282,,13.3,70.0,.182
30,2021-02-19,TOR,@,MIN,W,86,81,93.6,88.1,91.9,.259,.471,.454,54.3,57.1,8.7,13.3,,.400,13.7,28.8,.212,,12.9,85.7,.096
31,2021-02-21,TOR,,PHI,W,110,103,114.6,107.3,96.0,.222,.420,.619,46.4,62.5,5.2,10.4,,.580,13.6,12.8,.198,,9.1,75.6,.306
32,2021-02-23,TOR,,PHI,L,102,109,104.7,111.9,97.4,.140,.398,.517,41.3,72.5,12.3,26.2,,.489,9.2,16.0,.118,,16.2,71.4,.325
33,2021-02-24,TOR,@,MIA,L,108,116,119.2,128.0,90.6,.230,.595,.663,43.2,81.1,5.5,7.1,,.635,14.7,8.8,.189,,10.6,72.5,.313
34,2021-02-26,TOR,,HOU,W,122,111,122.7,111.6,99.4,.303,.461,.605,56.5,72.5,6.0,18.2,,.539,10.6,26.8,.292,,9.9,84.1,.187
35,2021-03-03,TOR,,DET,L,105,129,108.9,133.7,96.5,.390,.468,.582,41.0,50.0,6.2,10.0,,.519,13.4,15.9,.325,,10.7,69.2,.143
36,2021-03-04,TOR,@,BOS,L,125,132,127.0,134.1,98.4,.187,.549,.635,41.8,80.0,6.1,2.2,,.610,11.7,21.1,.154,,14.9,69.0,.392
37,2021-03-11,TOR,,ATL,L,120,121,114.3,115.3,105.0,.240,.385,.565,48.5,54.8,7.6,8.3,,.526,11.7,24.1,.198,,11.7,75.5,.311
38,2021-03-13,TOR,@,CHO,L,104,114,98.3,107.8,105.8,.188,.479,.500,48.0,67.6,9.5,18.8,,.464,13.3,23.2,.156,,23.2,81.0,.185
39,2021-03-14,TOR,@,CHI,L,95,118,94.0,116.8,101.0,.233,.500,.479,38.8,67.6,4.9,13.2,,.444,10.8,13.2,.167,,9.3,68.9,.186
40,2021-03-17,TOR,@,DET,L,112,116,117.6,121.8,95.3,.395,.465,.555,35.7,73.0,7.3,13.0,,.500,8.2,19.6,.302,,18.3,60.6,.373
41,2021-03-19,TOR,,UTA,L,112,115,119.0,122.1,94.2,.169,.530,.628,39.2,77.5,9.6,10.8,,.608,10.1,7.1,.133,,12.4,75.7,.473
42,2021-03-21,TOR,@,CLE,L,105,116,98.7,109.1,106.3,.200,.484,.508,40.7,51.4,12.2,6.8,,.468,11.9,16.1,.168,,22.5,80.0,.273
43,2021-03-22,TOR,@,HOU,L,99,117,100.0,118.1,99.0,.218,.460,.519,48.4,51.4,6.1,9.3,,.483,12.0,17.8,.172,,9.8,78.3,.233
44,2021-03-24,TOR,,DEN,W,135,111,140.1,115.2,96.3,.258,.539,.681,49.5,68.9,3.1,10.9,,.640,8.3,23.7,.236,,9.4,67.9,.153
45,2021-03-26,TOR,,PHO,L,100,104,103.7,107.8,96.4,.178,.500,.515,44.7,54.1,5.2,7.4,,.478,9.3,15.6,.156,,12.2,77.5,.100
46,2021-03-28,TOR,,POR,L,117,122,118.2,123.2,99.0,.379,.483,.576,48.9,43.6,3.0,9.5,,.529,10.6,26.1,.287,,6.9,71.7,.206
47,2021-03-29,TOR,@,DET,L,104,118,107.3,121.8,96.9,.326,.419,.529,47.6,60.0,5.2,13.3,,.471,11.7,24.4,.267,,16.7,75.7,.360
48,2021-03-31,TOR,@,OKC,L,103,113,107.3,117.7,96.0,.222,.511,.521,35.4,60.0,13.5,13.2,,.478,6.6,13.5,.189,,15.5,59.6,.244
49,2021-04-02,TOR,,GSW,W,130,77,130.9,77.6,99.3,.284,.398,.657,58.2,55.3,14.1,17.8,,.619,10.8,24.4,.239,,19.5,86.0,.177
50,2021-04-05,TOR,,WAS,W,103,101,100.7,98.8,102.3,.117,.351,.521,45.5,50.0,10.8,15.3,,.505,11.6,13.3,.085,,13.6,72.2,.160
51,2021-04-06,TOR,,LAL,L,101,110,103.7,113.0,97.4,.330,.363,.485,46.2,47.2,13.4,7.7,,.423,10.3,28.3,.264,,19.1,71.1,.177
52,2021-04-08,TOR,,CHI,L,113,122,115.6,124.8,97.8,.227,.351,.530,45.6,45.2,10.2,7.0,,.490,8.6,28.8,.186,,14.4,68.4,.184
53,2021-04-10,TOR,@,CLE,W,135,115,130.1,110.8,103.8,.163,.372,.732,54.9,54.7,11.6,21.6,,.715,15.6,16.7,.140,,14.9,82.9,.256
54,2021-04-11,TOR,@,NYK,L,96,102,98.3,104.5,97.6,.291,.430,.539,46.5,57.6,8.2,13.2,,.487,14.4,12.5,.241,,11.5,76.1,.261
55,2021-04-13,TOR,,ATL,L,103,108,105.4,110.5,97.7,.148,.443,.550,51.9,38.1,7.2,7.4,,.534,12.2,16.2,.102,,12.2,81.8,.179
56,2021-04-14,TOR,,SAS,W,117,112,120.1,114.9,97.4,.284,.341,.591,56.8,51.2,8.2,10.0,,.545,10.8,31.0,.239,,11.4,77.4,.213
57,2021-04-16,TOR,,ORL,W,113,102,120.5,108.8,93.8,.220,.427,.628,54.5,58.5,6.4,18.5,,.585,13.5,21.6,.207,,9.8,85.0,.312
58,2021-04-18,TOR,,OKC,W,112,106,111.9,105.9,100.1,.250,.396,.526,50.5,62.2,9.0,10.2,,.474,10.9,30.2,.219,,18.7,77.5,.220
59,2021-04-21,TOR,,BRK,W,114,103,115.6,104.4,98.7,.233,.522,.574,49.0,59.0,7.1,16.0,,.533,9.2,19.1,.200,,11.4,76.5,.198
60,2021-04-24,TOR,@,NYK,L,103,120,111.9,130.3,92.1,.229,.530,.564,42.9,86.1,6.5,6.8,,.536,7.1,11.4,.169,,13.2,84.8,.267
61,2021-04-26,TOR,,CLE,W,112,96,120.9,103.6,92.6,.253,.367,.638,51.9,74.4,7.6,11.1,,.595,12.0,15.2,.228,,12.6,79.5,.169
62,2021-04-27,TOR,,BRK,L,103,116,111.0,125.0,92.8,.209,.473,.518,53.4,66.7,5.4,7.9,,.478,11.6,30.6,.176,,9.9,82.1,.217
63,2021-04-29,TOR,@,DEN,L,111,121,114.2,124.4,97.2,.217,.386,.610,43.4,67.5,10.3,10.3,,.578,14.2,17.5,.181,,9.5,67.4,.226
64,2021-05-01,TOR,@,UTA,L,102,106,107.3,111.5,95.1,.096,.351,.521,44.3,61.9,12.6,8.1,,.511,9.3,21.6,.064,,18.9,75.7,.192
65,2021-05-02,TOR,@,LAL,W,121,114,116.5,109.8,103.8,.330,.404,.562,52.7,57.1,10.6,7.1,,.527,10.0,26.0,.234,,12.4,83.7,.247
66,2021-05-04,TOR,@,LAC,L,100,105,105.2,110.5,95.0,.149,.402,.539,46.8,55.0,10.5,7.3,,.529,11.5,15.6,.092,,18.2,88.2,.160
67,2021-05-06,TOR,,WAS,L,129,131,119.0,120.8,98.2,.257,.362,.552,51.5,48.9,8.3,7.8,,.514,9.3,33.3,.200,,10.3,74.4,.383
68,2021-05-08,TOR,,MEM,L,99,109,100.3,110.5,98.7,.255,.340,.473,45.1,50.0,10.1,4.8,,.436,9.5,23.6,.181,,15.0,70.2,.224
69,2021-05-11,TOR,,LAC,L,96,115,100.9,120.9,95.1,.221,.430,.509,41.7,60.0,10.5,17.4,,.465,12.1,18.4,.186,,15.2,74.3,.333
70,2021-05-13,TOR,@,CHI,L,102,114,105.2,117.6,96.9,.200,.400,.521,38.6,60.0,16.5,2.1,,.511,8.4,14.0,.111,,17.1,75.8,.084
71,2021-05-14,TOR,@,DAL,L,110,114,114.5,118.6,96.1,.200,.447,.595,51.2,45.2,7.3,10.4,,.571,10.6,11.4,.153,,7.5,78.4,.211
72,2021-05-16,TOR,,IND,L,113,125,110.2,121.9,102.5,.299,.392,.515,50.5,53.8,7.8,6.9,,.464,9.9,30.2,.237,,11.2,76.2,.147
