G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2016-10-27,LAC,@,POR,W,114,106,113.1,105.2,100.8,.505,.319,.512,50.0,32.4,9.9,6.0,,.451,5.9,27.8,.352,,12.4,78.6,.282
2,2016-10-30,LAC,,UTA,W,88,75,99.1,84.4,88.8,.241,.325,.479,53.3,50.0,9.0,7.4,,.446,12.4,28.0,.169,,18.6,83.3,.137
3,2016-10-31,LAC,,PHO,W,116,98,109.7,92.7,105.7,.475,.200,.600,50.0,52.5,7.6,5.8,,.538,14.2,12.8,.375,,17.0,79.6,.274
4,2016-11-02,LAC,,OKC,L,83,85,81.9,83.9,101.3,.207,.253,.437,44.1,64.7,12.8,7.8,,.431,15.2,16.0,.092,,18.5,76.7,.143
5,2016-11-04,LAC,@,MEM,W,99,88,103.5,92.0,95.7,.388,.318,.497,49.5,59.4,17.8,10.3,,.424,10.0,23.9,.318,,16.1,73.5,.202
6,2016-11-05,LAC,@,SAS,W,116,92,123.9,98.2,93.7,.154,.253,.597,50.6,51.1,8.5,12.2,,.566,7.6,17.5,.143,,15.0,82.9,.297
7,2016-11-07,LAC,,DET,W,114,82,123.5,88.9,92.3,.289,.329,.665,54.1,68.3,8.7,10.0,,.625,10.5,6.7,.250,,10.5,80.0,.220
8,2016-11-09,LAC,,POR,W,111,80,118.6,85.5,93.6,.379,.368,.547,53.9,63.2,9.6,12.1,,.500,6.5,28.0,.276,,12.9,78.8,.136
9,2016-11-11,LAC,@,OKC,W,110,108,110.8,108.7,99.3,.407,.314,.542,50.0,46.2,9.1,5.0,,.517,9.0,23.4,.244,,14.2,79.1,.182
10,2016-11-12,LAC,@,MIN,W,119,105,126.4,111.5,94.2,.487,.316,.645,51.9,62.5,7.4,6.0,,.599,13.2,27.3,.368,,11.7,68.8,.191
11,2016-11-14,LAC,,BRK,W,127,95,129.8,97.1,97.8,.233,.278,.640,53.8,66.7,17.4,13.6,,.611,10.0,24.3,.189,,19.5,79.1,.221
12,2016-11-16,LAC,,MEM,L,107,111,114.4,118.7,93.5,.420,.309,.558,44.9,40.5,13.9,12.5,,.512,7.7,19.0,.296,,14.2,75.0,.195
13,2016-11-18,LAC,@,SAC,W,121,115,120.7,114.7,100.2,.447,.382,.665,50.0,67.5,7.0,10.0,,.612,13.3,15.2,.368,,12.1,78.0,.337
