G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-17,CLE,@,TOR,L,104,116,103.7,115.6,100.3,.459,.224,.509,53.3,50.0,4.0,0.0,,.441,13.5,28.6,.341,,8.2,81.4,.130
2,2018-10-19,CLE,@,MIN,L,123,131,119.0,126.7,103.4,.312,.247,.582,51.8,57.8,4.8,3.2,,.527,11.7,29.5,.269,,11.3,76.9,.379
3,2018-10-21,CLE,,ATL,L,111,133,104.7,125.5,106.0,.141,.273,.528,52.7,50.0,4.7,3.9,,.515,14.6,30.0,.091,,10.1,79.1,.153
4,2018-10-24,CLE,,BRK,L,86,102,90.5,107.4,95.0,.180,.202,.448,54.6,52.9,5.3,3.8,,.399,13.5,30.8,.169,,13.0,82.2,.138
5,2018-10-25,CLE,@,DET,L,103,110,108.0,115.3,95.4,.169,.270,.539,38.5,43.9,11.5,2.0,,.506,8.6,16.7,.146,,18.1,63.9,.218
6,2018-10-27,CLE,,IND,L,107,119,116.8,129.9,91.6,.256,.291,.559,61.9,52.5,9.8,3.3,,.506,13.6,44.4,.233,,14.9,85.2,.243
7,2018-10-30,CLE,,ATL,W,136,114,128.6,107.8,105.7,.478,.278,.624,55.2,51.1,12.3,2.1,,.572,10.7,28.3,.367,,19.7,85.4,.134
8,2018-11-01,CLE,,DEN,L,91,110,104.1,125.8,87.4,.229,.217,.498,44.3,52.9,12.6,6.8,,.440,12.5,30.2,.217,,11.3,61.1,.212
9,2018-11-03,CLE,@,CHO,L,94,126,97.3,130.4,96.6,.185,.321,.537,34.2,62.9,10.3,3.3,,.494,12.9,7.3,.173,,13.4,65.7,.132
10,2018-11-05,CLE,@,ORL,L,100,102,105.1,107.2,95.2,.150,.288,.586,51.2,48.8,8.4,3.8,,.575,17.4,21.1,.100,,13.8,77.3,.149
11,2018-11-07,CLE,,OKC,L,86,95,87.3,96.5,98.5,.146,.348,.454,53.7,51.5,3.0,7.0,,.421,16.7,24.5,.124,,11.2,84.8,.214
