G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2018-10-17,IND,,MEM,W,111,83,118.7,88.8,93.5,.157,.313,.626,67.1,61.7,2.1,12.7,,.627,18.4,38.2,.084,,6.8,86.3,.274
2,2018-10-19,IND,@,MIL,L,101,118,96.2,112.4,105.0,.310,.207,.511,45.1,36.8,6.7,6.4,,.471,14.7,18.8,.218,,14.3,74.4,.140
3,2018-10-20,IND,,BRK,W,132,112,129.5,109.9,101.9,.239,.261,.649,50.0,41.2,11.8,10.2,,.641,9.0,24.4,.152,,17.3,76.9,.163
4,2018-10-22,IND,@,MIN,L,91,101,91.6,101.7,99.3,.174,.283,.459,48.9,50.0,6.0,11.5,,.435,13.2,23.5,.120,,13.6,80.5,.259
5,2018-10-24,IND,@,SAS,W,116,96,124.9,103.3,92.9,.092,.368,.641,46.5,73.9,9.7,7.4,,.626,9.9,13.9,.080,,11.9,70.0,.230
6,2018-10-27,IND,@,CLE,W,119,107,129.9,116.8,91.6,.351,.176,.696,38.1,58.3,14.2,4.9,,.682,14.9,14.8,.243,,13.6,55.6,.233
7,2018-10-29,IND,,POR,L,93,103,97.6,108.1,95.3,.222,.211,.471,41.2,51.4,8.4,9.6,,.444,7.5,14.6,.144,,17.3,75.7,.218
8,2018-10-31,IND,@,NYK,W,107,101,113.7,107.3,94.1,.205,.241,.591,53.9,53.3,10.6,18.5,,.578,14.2,27.8,.133,,16.0,77.5,.266
9,2018-11-02,IND,@,CHI,W,107,105,113.7,111.5,94.1,.259,.306,.565,49.4,52.5,8.5,15.5,,.512,10.4,22.0,.235,,13.1,75.0,.090
10,2018-11-03,IND,,BOS,W,102,101,105.6,104.5,96.6,.291,.372,.526,50.0,63.9,10.3,4.8,,.483,11.8,18.6,.221,,13.2,78.7,.068
11,2018-11-05,IND,,HOU,L,94,98,100.7,105.0,93.3,.400,.373,.533,50.0,51.5,8.6,10.3,,.493,14.5,17.1,.267,,16.2,86.5,.197
12,2018-11-07,IND,,PHI,L,94,100,95.5,101.6,98.5,.181,.330,.463,48.8,51.4,9.1,12.8,,.436,8.1,17.4,.128,,15.3,86.8,.228
13,2018-11-09,IND,@,MIA,W,110,102,106.9,99.2,102.9,.367,.253,.599,50.6,46.5,9.7,9.4,,.589,16.4,17.1,.215,,20.0,78.6,.200
14,2018-11-11,IND,@,HOU,L,103,115,109.4,122.2,94.1,.333,.372,.576,47.9,66.7,10.6,22.2,,.532,12.7,14.3,.256,,14.6,78.9,.311
15,2018-11-16,IND,,MIA,W,99,91,99.0,91.0,100.0,.185,.333,.565,48.0,61.1,10.0,10.5,,.531,17.8,9.5,.160,,14.1,76.8,.075
16,2018-11-17,IND,,ATL,W,97,89,90.3,82.8,107.4,.241,.345,.504,56.4,71.4,10.2,10.3,,.471,18.6,21.7,.172,,15.4,89.6,.218
17,2018-11-19,IND,,UTA,W,121,94,126.0,97.9,96.0,.183,.269,.602,55.0,71.4,13.5,6.1,,.591,8.2,25.0,.118,,18.2,91.7,.149
18,2018-11-21,IND,@,CHO,L,109,127,116.4,135.6,93.6,.202,.393,.596,50.7,63.4,5.3,13.7,,.554,13.3,25.0,.190,,11.8,81.8,.238
19,2018-11-23,IND,,SAS,L,100,111,100.0,111.0,100.0,.091,.242,.486,49.5,67.4,9.0,3.2,,.480,10.4,22.9,.051,,13.8,79.1,.205
20,2018-11-26,IND,@,UTA,W,121,88,123.6,89.9,97.9,.202,.214,.661,50.6,67.3,13.3,8.0,,.637,14.9,12.5,.167,,16.1,77.8,.148
21,2018-11-27,IND,@,PHO,W,109,104,115.5,110.2,94.4,.322,.289,.530,55.0,65.8,8.5,9.7,,.483,10.5,34.0,.244,,7.4,76.0,.130
22,2018-11-29,IND,@,LAL,L,96,104,94.3,102.1,101.8,.314,.267,.490,46.8,71.9,13.7,6.5,,.430,14.8,20.4,.256,,15.8,75.6,.151
23,2018-12-01,IND,@,SAC,L,110,111,103.2,104.1,106.6,.220,.293,.612,47.7,74.4,10.3,8.1,,.585,21.8,15.8,.171,,16.5,72.0,.176
24,2018-12-04,IND,,CHI,W,96,90,97.8,91.7,98.2,.316,.289,.555,50.6,62.9,10.2,9.5,,.500,17.2,15.8,.263,,15.8,76.5,.053
25,2018-12-07,IND,@,ORL,W,112,90,114.5,92.0,97.8,.194,.280,.555,53.0,59.1,8.2,14.3,,.522,8.2,22.4,.161,,12.9,82.4,.112
26,2018-12-08,IND,,SAC,W,107,97,110.9,100.5,96.5,.239,.326,.526,54.7,65.0,7.3,13.8,,.478,12.9,32.6,.207,,11.9,75.5,.133
27,2018-12-10,IND,,WAS,W,109,101,107.3,99.4,101.6,.289,.263,.636,59.5,70.7,6.9,12.1,,.605,21.2,20.0,.224,,10.9,87.8,.193
28,2018-12-12,IND,,MIL,W,113,97,113.8,97.7,99.3,.220,.330,.566,55.7,72.1,7.0,8.3,,.538,13.8,29.2,.165,,10.9,81.6,.110
29,2018-12-14,IND,@,PHI,W,113,101,116.5,104.1,97.0,.253,.211,.535,49.0,78.6,7.2,3.8,,.484,6.2,25.6,.221,,13.8,67.9,.227
30,2018-12-16,IND,,NYK,W,110,99,113.7,102.4,96.7,.264,.391,.566,50.6,70.0,9.3,7.0,,.529,11.8,26.2,.207,,13.2,72.3,.169
31,2018-12-18,IND,,CLE,L,91,92,97.8,98.8,93.1,.226,.237,.445,50.5,56.8,7.5,15.0,,.419,8.1,26.4,.140,,8.5,76.0,.110
32,2018-12-19,IND,@,TOR,L,96,99,98.8,101.9,97.1,.200,.250,.551,53.3,50.0,6.2,11.1,,.531,18.7,22.0,.138,,8.1,78.4,.172
33,2018-12-21,IND,@,BRK,W,114,106,122.9,114.3,92.8,.220,.317,.634,41.4,54.5,10.8,19.5,,.604,10.9,16.7,.183,,18.7,67.6,.333
34,2018-12-23,IND,,WAS,W,105,89,104.5,88.6,100.5,.124,.309,.513,60.6,55.8,11.9,14.6,,.490,14.3,34.0,.103,,20.1,87.2,.316
35,2018-12-26,IND,@,ATL,W,129,121,126.1,118.3,102.3,.398,.325,.661,48.8,76.1,12.7,5.7,,.633,14.1,25.0,.289,,16.4,72.5,.157
36,2018-12-28,IND,,DET,W,125,88,125.2,88.1,99.9,.230,.218,.652,49.4,62.3,11.0,9.1,,.638,11.9,20.0,.161,,18.6,69.2,.121
37,2018-12-31,IND,,ATL,W,116,108,119.7,111.4,96.9,.345,.286,.599,42.4,69.0,13.4,9.5,,.565,10.2,20.0,.250,,14.1,59.6,.137
38,2019-01-04,IND,@,CHI,W,119,116,115.5,112.6,93.3,.183,.301,.592,50.0,51.0,6.8,4.8,,.575,11.5,22.0,.129,,14.9,79.5,.110
39,2019-01-06,IND,@,TOR,L,105,121,105.3,121.3,99.7,.213,.181,.511,51.8,55.8,8.0,7.7,,.479,12.0,26.7,.160,,14.0,80.0,.188
40,2019-01-08,IND,@,CLE,W,123,115,130.3,121.8,94.4,.209,.286,.619,47.8,69.4,11.7,0.0,,.593,5.7,18.2,.165,,15.7,76.5,.263
41,2019-01-09,IND,@,BOS,L,108,135,106.6,133.3,101.3,.363,.308,.512,44.8,66.7,5.9,0.0,,.478,9.4,23.5,.231,,11.7,75.0,.239
42,2019-01-11,IND,@,NYK,W,121,106,121.0,106.0,100.0,.117,.277,.612,56.0,61.2,8.0,2.0,,.585,12.4,27.5,.117,,14.4,81.8,.159
43,2019-01-15,IND,,PHO,W,131,97,120.4,89.1,108.8,.404,.281,.625,54.7,67.4,10.1,10.3,,.584,11.8,21.4,.303,,15.6,81.1,.095
44,2019-01-17,IND,,PHI,L,96,120,97.6,122.0,98.4,.124,.299,.469,44.0,59.0,9.1,5.7,,.448,10.5,22.2,.093,,14.8,75.7,.115
45,2019-01-19,IND,,DAL,W,111,99,119.1,106.3,93.2,.282,.282,.581,50.6,54.8,6.4,7.8,,.541,10.3,26.8,.224,,11.8,70.8,.182
46,2019-01-20,IND,,CHO,W,120,95,120.6,95.5,99.5,.120,.270,.570,53.7,72.3,10.1,14.9,,.540,7.1,24.5,.120,,14.7,84.8,.207
47,2019-01-23,IND,,TOR,W,110,106,114.9,110.7,95.7,.272,.283,.534,51.6,67.5,6.3,13.2,,.484,5.5,25.5,.228,,8.1,78.3,.196
48,2019-01-26,IND,@,MEM,L,103,106,107.8,111.0,95.5,.486,.365,.573,52.6,62.5,7.3,9.6,,.493,15.9,20.0,.405,,11.5,80.5,.238
49,2019-01-28,IND,,GSW,L,100,132,99.4,131.2,100.6,.106,.319,.508,44.2,72.5,4.0,7.5,,.489,13.2,22.2,.085,,10.3,68.3,.133
50,2019-01-30,IND,@,WAS,L,89,107,96.0,115.5,92.7,.214,.369,.484,48.8,81.8,6.5,6.0,,.446,14.0,23.3,.167,,13.8,78.4,.167
51,2019-01-31,IND,@,ORL,L,100,107,102.2,109.4,97.8,.176,.209,.510,46.7,63.4,8.2,3.5,,.473,8.4,13.3,.154,,14.1,80.0,.244
52,2019-02-02,IND,@,MIA,W,95,88,102.3,94.8,92.8,.191,.270,.492,50.0,68.4,16.2,9.8,,.466,11.9,29.8,.135,,21.8,74.4,.268
53,2019-02-04,IND,@,NOP,W,109,107,108.0,106.0,100.9,.264,.308,.537,43.9,61.0,5.0,5.8,,.505,8.1,16.0,.187,,13.7,72.9,.222
54,2019-02-05,IND,,LAL,W,136,94,135.5,93.6,100.4,.082,.347,.670,54.1,66.1,11.0,13.0,,.668,9.0,24.4,.051,,18.0,90.9,.267
55,2019-02-07,IND,,LAC,W,116,92,114.2,90.6,101.6,.126,.253,.632,53.8,53.1,14.8,17.6,,.615,17.1,20.6,.103,,16.9,79.5,.141
56,2019-02-09,IND,,CLE,W,105,90,118.0,101.2,89.0,.119,.310,.594,58.9,68.9,9.0,11.6,,.589,9.2,19.4,.071,,12.6,88.1,.051
57,2019-02-11,IND,,CHO,W,99,90,116.1,105.5,85.3,.230,.338,.608,43.3,65.8,3.5,6.0,,.568,12.8,14.3,.203,,4.6,61.8,.278
