G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2017-10-18,POR,@,PHO,W,124,76,125.6,77.0,98.7,.311,.267,.606,63.3,50.0,8.1,11.3,,.567,13.5,39.5,.244,,14.2,80.8,.146
2,2017-10-20,POR,@,IND,W,114,96,117.0,98.5,97.4,.179,.200,.556,56.7,41.3,5.1,10.0,,.532,8.1,25.0,.137,,11.5,87.0,.282
3,2017-10-21,POR,@,MIL,L,110,113,113.9,117.0,96.6,.432,.346,.571,54.5,52.9,10.4,9.7,,.488,14.2,31.7,.383,,13.1,80.6,.275
4,2017-10-24,POR,,NOP,W,103,93,101.9,92.0,101.0,.375,.330,.502,60.0,51.5,6.9,15.2,,.432,14.9,32.1,.307,,15.9,91.8,.316
5,2017-10-26,POR,,LAC,L,103,104,117.5,118.6,87.7,.247,.348,.522,48.9,54.3,5.7,8.2,,.472,8.4,33.3,.213,,10.6,66.7,.299
6,2017-10-28,POR,,PHO,W,114,107,110.8,104.0,102.9,.308,.286,.552,53.5,67.5,7.8,11.5,,.500,11.9,26.1,.253,,14.5,77.4,.276
7,2017-10-30,POR,,TOR,L,85,99,91.3,106.4,93.1,.238,.325,.481,44.7,41.9,5.4,11.1,,.438,12.8,13.3,.188,,8.7,80.0,.149
8,2017-11-01,POR,@,UTA,L,103,112,95.4,103.7,97.8,.290,.366,.491,49.1,45.9,7.4,13.1,,.446,13.9,19.6,.215,,11.7,80.8,.344
9,2017-11-02,POR,,LAL,W,113,110,115.9,112.8,97.5,.314,.256,.577,56.2,55.0,7.2,6.6,,.517,10.9,25.0,.279,,10.8,93.9,.253
10,2017-11-05,POR,,OKC,W,103,99,104.8,100.8,98.2,.378,.270,.597,57.9,54.1,6.1,12.5,,.547,19.6,21.2,.297,,10.3,86.0,.090
11,2017-11-07,POR,,MEM,L,97,98,105.3,106.4,92.1,.247,.235,.540,55.3,30.6,9.8,1.9,,.481,15.1,25.6,.235,,14.3,86.5,.288
12,2017-11-10,POR,,BRK,L,97,101,101.2,105.4,95.8,.116,.242,.486,51.0,42.5,4.2,7.5,,.463,9.1,24.0,.095,,9.1,78.0,.121
13,2017-11-13,POR,,DEN,W,99,82,106.0,87.8,93.4,.247,.288,.612,55.1,57.9,12.8,9.6,,.568,20.6,25.8,.219,,18.1,74.5,.155
14,2017-11-15,POR,,ORL,W,99,94,109.0,103.5,90.8,.149,.310,.534,50.0,55.3,7.7,4.0,,.517,11.5,22.7,.103,,15.3,81.6,.114
15,2017-11-17,POR,@,SAC,L,82,86,91.0,95.5,90.1,.198,.309,.466,50.6,43.3,8.9,1.4,,.414,16.2,26.2,.185,,12.4,73.3,.118
16,2017-11-18,POR,,SAC,W,102,90,109.6,96.7,93.1,.300,.300,.644,55.0,50.0,6.4,11.1,,.614,17.7,15.6,.229,,10.2,81.3,.157
17,2017-11-20,POR,@,MEM,W,100,92,105.0,96.6,95.2,.386,.181,.515,63.2,33.3,1.0,16.1,,.434,13.4,33.3,.337,,7.7,90.0,.209
