G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2017-10-18,DAL,,ATL,L,111,117,112.6,118.7,98.6,.244,.523,.583,45.1,71.1,5.1,5.3,,.541,13.6,20.0,.209,,11.4,69.6,.128
2,2017-10-20,DAL,,SAC,L,88,93,100.2,105.9,87.9,.280,.440,.522,38.7,61.3,9.1,10.9,,.487,12.5,14.6,.200,,13.1,64.4,.103
3,2017-10-21,DAL,@,HOU,L,91,107,94.4,111.0,96.4,.250,.369,.488,43.2,61.3,6.2,0.0,,.446,13.1,14.8,.190,,12.4,80.5,.220
4,2017-10-23,DAL,,GSW,L,103,133,100.2,129.4,102.8,.313,.302,.472,45.7,55.3,10.7,0.0,,.443,9.9,25.9,.188,,14.1,73.7,.256
5,2017-10-25,DAL,,MEM,W,103,94,112.2,102.4,91.8,.392,.351,.594,49.3,55.6,6.5,9.8,,.561,11.3,11.8,.270,,17.1,83.8,.222
6,2017-10-26,DAL,@,MEM,L,91,96,96.9,102.2,93.9,.213,.362,.443,53.5,62.5,10.6,7.7,,.394,12.0,32.7,.181,,17.3,79.5,.356
7,2017-10-28,DAL,,PHI,L,110,112,116.9,119.0,94.1,.257,.541,.668,44.0,57.9,7.4,3.8,,.642,17.1,8.8,.203,,12.2,73.2,.115
8,2017-10-30,DAL,@,UTA,L,89,104,94.8,110.8,93.8,.145,.316,.550,54.5,50.0,4.3,6.5,,.526,22.9,23.7,.118,,13.8,84.6,.148
9,2017-11-01,DAL,@,LAC,L,98,119,98.6,119.8,99.4,.225,.404,.501,43.7,57.1,8.1,10.0,,.461,12.5,17.6,.180,,15.0,80.6,.308
10,2017-11-03,DAL,,NOP,L,94,99,92.8,97.8,101.3,.250,.386,.481,47.0,55.9,4.0,11.7,,.438,13.3,17.0,.193,,10.7,80.9,.225
11,2017-11-04,DAL,@,MIN,L,99,112,102.8,116.3,96.3,.138,.310,.536,39.2,45.0,7.3,3.6,,.517,14.0,15.6,.103,,17.0,70.6,.203
12,2017-11-07,DAL,@,WAS,W,113,99,114.3,100.1,98.9,.220,.330,.566,57.6,60.5,6.1,16.0,,.533,9.9,23.4,.176,,14.4,93.3,.333
13,2017-11-11,DAL,,CLE,L,104,111,103.4,110.4,100.6,.228,.370,.514,44.2,53.8,7.0,6.0,,.478,9.0,17.3,.174,,15.0,76.7,.358
14,2017-11-12,DAL,@,OKC,L,99,112,100.1,113.2,98.9,.207,.425,.521,52.6,48.6,9.1,10.0,,.489,17.4,24.4,.161,,14.8,90.9,.347
15,2017-11-14,DAL,,SAS,L,91,97,95.6,101.9,95.2,.222,.420,.512,46.0,54.5,7.4,7.5,,.469,14.4,11.4,.185,,11.7,81.4,.266
16,2017-11-17,DAL,,MIN,L,87,111,96.2,122.8,90.4,.198,.442,.465,46.1,56.3,3.3,5.6,,.419,10.5,22.9,.174,,9.6,73.2,.238
17,2017-11-18,DAL,,MIL,W,111,79,120.1,85.5,92.4,.241,.481,.635,56.3,71.1,7.6,4.1,,.601,15.5,18.9,.203,,12.0,84.0,.230
18,2017-11-20,DAL,,BOS,L,102,110,96.3,103.9,95.9,.208,.344,.487,45.9,46.2,6.6,6.3,,.443,9.5,14.3,.177,,15.1,88.1,.250
19,2017-11-22,DAL,@,MEM,W,95,94,96.0,95.0,98.9,.176,.308,.484,43.5,59.0,9.1,3.8,,.478,7.5,8.0,.088,,16.3,85.7,.160
20,2017-11-25,DAL,,OKC,W,97,81,107.7,89.9,90.1,.147,.467,.607,52.4,67.6,12.2,11.1,,.593,17.6,20.5,.107,,16.5,81.4,.125
21,2017-11-27,DAL,@,SAS,L,108,115,111.0,118.2,97.3,.200,.376,.584,48.2,61.0,7.2,0.0,,.565,10.6,9.3,.141,,9.9,90.0,.232
22,2017-11-29,DAL,,BRK,L,104,109,106.2,111.3,97.9,.250,.321,.558,45.8,66.7,5.1,4.9,,.518,10.6,15.6,.202,,12.2,72.5,.156
23,2017-12-02,DAL,,LAC,W,108,82,120.0,91.1,90.0,.329,.443,.597,58.7,66.7,4.4,10.9,,.557,14.2,35.7,.253,,9.4,78.0,.186
24,2017-12-04,DAL,,DEN,W,122,105,131.5,113.2,92.8,.198,.302,.653,46.2,53.1,4.3,10.9,,.640,7.0,12.8,.140,,6.5,71.2,.165
25,2017-12-06,DAL,@,BOS,L,90,97,94.9,102.3,94.8,.198,.326,.481,45.9,55.9,7.4,9.4,,.448,8.8,12.0,.151,,10.4,81.3,.149
26,2017-12-08,DAL,@,MIL,L,102,109,109.6,117.1,93.1,.347,.320,.590,47.4,51.4,6.4,3.6,,.533,11.3,10.8,.293,,9.6,82.1,.367
27,2017-12-10,DAL,@,MIN,L,92,97,103.7,109.3,88.7,.111,.383,.541,42.3,62.2,6.8,9.4,,.525,10.5,14.3,.086,,18.0,75.0,.250
28,2017-12-12,DAL,,SAS,W,95,89,103.1,96.6,92.1,.135,.270,.504,50.0,44.7,8.7,3.4,,.478,6.0,17.0,.112,,9.5,80.4,.138
29,2017-12-14,DAL,@,GSW,L,97,112,105.5,121.8,92.0,.207,.354,.542,43.1,67.6,7.6,1.8,,.512,10.9,17.8,.159,,16.3,85.2,.090
30,2017-12-16,DAL,@,SAS,L,96,98,108.2,110.5,88.7,.113,.350,.572,48.1,59.0,4.5,6.6,,.550,9.7,11.1,.100,,6.9,79.1,.174
31,2017-12-18,DAL,,PHO,L,91,97,91.9,98.0,99.0,.193,.420,.477,46.2,65.6,10.1,9.3,,.426,13.6,16.0,.182,,16.9,82.9,.215
32,2017-12-20,DAL,,DET,W,110,93,121.3,102.5,90.7,.267,.400,.656,49.3,55.0,6.6,13.2,,.627,12.5,11.1,.213,,12.2,84.6,.260
33,2017-12-22,DAL,@,MIA,L,101,113,121.1,135.4,83.4,.147,.467,.633,38.6,73.7,6.0,4.3,,.620,9.1,8.3,.107,,12.8,90.5,.069
34,2017-12-23,DAL,@,ATL,L,107,112,116.0,121.5,92.2,.176,.388,.584,44.1,72.1,8.7,5.9,,.559,9.8,17.9,.141,,15.0,79.3,.240
35,2017-12-26,DAL,,TOR,W,98,93,103.3,98.0,94.9,.170,.255,.485,51.4,50.0,5.3,19.0,,.457,11.4,30.2,.128,,8.8,71.4,.270
36,2017-12-27,DAL,@,IND,W,98,94,109.9,105.4,89.2,.192,.372,.579,47.3,65.0,7.8,5.6,,.564,9.6,11.1,.128,,15.2,81.6,.101
37,2017-12-29,DAL,@,NOP,W,128,120,127.7,119.7,100.2,.217,.470,.704,58.1,58.7,5.0,7.4,,.687,14.2,15.6,.169,,7.5,90.5,.329
38,2017-12-31,DAL,@,OKC,W,116,113,123.3,120.1,94.1,.157,.382,.609,44.4,56.5,5.3,8.8,,.601,6.9,19.0,.101,,10.0,71.8,.191
39,2018-01-03,DAL,,GSW,L,122,125,117.5,120.4,103.8,.244,.478,.612,46.5,67.4,5.8,3.4,,.583,10.7,15.2,.189,,12.4,82.5,.176
40,2018-01-05,DAL,,CHI,L,124,127,121.6,124.5,102.0,.185,.348,.623,44.7,67.3,10.8,4.0,,.609,11.6,17.1,.130,,16.4,77.1,.321
41,2018-01-07,DAL,,NYK,L,96,100,98.8,102.9,97.2,.261,.261,.468,40.4,62.9,7.2,4.5,,.413,6.4,15.5,.217,,14.8,75.6,.217
42,2018-01-09,DAL,,ORL,W,114,99,126.0,109.4,90.5,.265,.313,.615,48.1,62.8,6.6,4.0,,.572,4.1,13.5,.229,,12.8,78.6,.203
43,2018-01-10,DAL,@,CHO,W,115,111,114.2,110.2,100.7,.337,.434,.603,47.6,59.0,6.9,12.1,,.560,7.7,7.1,.265,,10.2,90.0,.179
44,2018-01-13,DAL,,LAL,L,101,107,97.4,103.1,94.0,.311,.478,.494,39.8,58.8,4.8,1.4,,.439,7.3,7.7,.244,,12.0,76.1,.137
45,2018-01-16,DAL,@,DEN,L,102,105,104.6,107.7,97.5,.282,.346,.582,42.7,44.7,10.3,5.0,,.538,15.4,13.5,.231,,15.6,66.7,.198
46,2018-01-20,DAL,@,POR,L,108,117,117.8,127.7,91.7,.337,.301,.567,48.1,50.0,9.8,10.0,,.518,8.6,26.2,.265,,13.4,74.3,.105
47,2018-01-22,DAL,,WAS,W,98,75,106.9,81.8,91.7,.195,.356,.519,52.5,52.6,9.8,16.7,,.494,10.4,23.1,.138,,10.9,71.7,.186
48,2018-01-24,DAL,,HOU,L,97,104,104.9,112.4,92.5,.220,.427,.539,53.3,68.6,5.4,6.5,,.518,12.6,20.0,.146,,8.9,85.1,.134
49,2018-01-26,DAL,,POR,L,93,107,101.6,116.9,91.6,.191,.337,.482,40.7,48.6,9.8,6.1,,.449,4.9,15.4,.146,,13.6,74.4,.241
50,2018-01-27,DAL,@,DEN,L,89,91,97.3,99.5,91.5,.224,.365,.477,44.8,50.0,8.7,10.4,,.465,7.9,15.4,.118,,13.8,79.5,.136
51,2018-01-29,DAL,,MIA,L,88,95,100.2,108.1,87.9,.186,.337,.473,49.4,60.6,11.4,6.8,,.430,11.4,26.8,.163,,16.1,72.5,.200
52,2018-01-31,DAL,@,PHO,L,88,102,92.2,106.8,95.5,.295,.409,.442,51.0,56.3,11.5,7.5,,.420,10.8,27.8,.159,,15.9,81.0,.133
53,2018-02-03,DAL,@,SAC,W,106,99,116.8,109.1,90.8,.169,.494,.594,52.9,68.3,8.8,0.0,,.572,12.7,26.5,.133,,15.9,79.4,.061
54,2018-02-05,DAL,@,LAC,L,101,104,102.3,105.3,98.8,.250,.525,.569,49.4,66.7,5.1,8.3,,.519,18.4,17.1,.225,,12.3,86.1,.115
55,2018-02-08,DAL,@,GSW,L,103,121,108.6,127.6,94.8,.185,.402,.518,40.0,47.5,15.8,11.9,,.484,9.1,21.4,.152,,14.2,58.1,.193
56,2018-02-10,DAL,,LAL,W,130,123,131.5,124.4,98.8,.303,.303,.644,51.9,66.7,8.1,6.0,,.607,8.2,26.3,.247,,15.4,76.9,.179
57,2018-02-11,DAL,@,HOU,L,97,104,98.1,105.2,98.9,.172,.333,.485,55.3,68.4,6.1,12.1,,.462,12.3,23.1,.118,,8.9,95.2,.295
58,2018-02-13,DAL,,SAC,L,109,114,114.0,119.3,95.6,.277,.482,.585,49.3,76.3,4.2,6.9,,.548,8.8,10.8,.217,,8.9,86.8,.092
59,2018-02-23,DAL,@,LAL,L,102,124,100.0,121.6,102.0,.121,.462,.532,31.9,67.6,8.8,13.3,,.511,10.3,5.8,.099,,13.6,66.7,.161
60,2018-02-24,DAL,@,UTA,L,90,97,93.2,100.4,96.6,.169,.422,.505,50.0,55.9,6.2,7.5,,.470,14.4,12.5,.145,,10.2,81.3,.235
61,2018-02-26,DAL,,IND,W,109,103,111.1,105.0,98.1,.205,.420,.568,46.8,50.0,9.2,4.5,,.534,9.4,14.6,.170,,11.0,80.4,.184
62,2018-02-28,DAL,,OKC,L,110,111,107.5,108.5,92.6,.165,.396,.564,39.1,68.2,10.8,1.8,,.555,14.1,17.8,.099,,17.8,59.6,.183
63,2018-03-02,DAL,@,CHI,L,100,108,104.0,112.3,96.2,.250,.345,.536,50.5,60.0,6.2,6.5,,.494,15.4,27.7,.202,,11.7,75.0,.157
64,2018-03-04,DAL,,NOP,L,109,126,106.3,122.9,102.5,.278,.256,.540,47.8,62.5,4.9,3.1,,.500,10.6,19.6,.211,,9.9,84.6,.176
65,2018-03-06,DAL,,DEN,W,118,107,112.9,102.4,104.5,.256,.300,.589,51.0,55.8,7.7,5.4,,.561,13.0,19.1,.189,,11.9,79.2,.217
66,2018-03-10,DAL,,MEM,W,114,80,122.3,85.8,93.2,.455,.377,.617,55.9,56.8,8.6,4.5,,.545,9.8,22.0,.390,,13.3,82.7,.155
67,2018-03-11,DAL,,HOU,L,82,105,88.6,113.4,92.6,.191,.330,.402,54.1,81.8,5.4,5.1,,.378,8.9,30.4,.117,,10.9,85.7,.119
68,2018-03-13,DAL,@,NYK,W,110,97,116.7,102.9,94.2,.202,.393,.567,47.6,55.0,11.7,1.8,,.528,11.0,26.1,.180,,17.9,73.7,.110
69,2018-03-16,DAL,@,TOR,L,115,122,113.4,120.3,91.9,.198,.242,.581,44.4,52.1,6.9,8.2,,.560,9.2,15.4,.143,,11.1,71.4,.286
70,2018-03-17,DAL,@,BRK,L,106,114,115.6,124.4,91.7,.152,.239,.540,51.1,61.0,5.5,6.3,,.511,9.2,28.3,.130,,9.8,76.2,.167
71,2018-03-20,DAL,@,NOP,L,105,115,111.6,122.2,94.1,.122,.389,.554,46.5,58.1,4.3,3.0,,.533,7.8,19.6,.100,,8.4,77.5,.099
72,2018-03-22,DAL,,UTA,L,112,119,118.2,125.6,94.8,.165,.376,.614,47.3,52.4,5.3,12.1,,.594,13.3,20.5,.129,,10.5,77.1,.172
73,2018-03-24,DAL,,CHO,L,98,102,94.0,97.8,104.3,.209,.451,.493,45.6,61.1,9.6,9.0,,.462,10.8,9.3,.154,,11.0,78.3,.217
74,2018-03-27,DAL,@,SAC,W,103,97,106.3,100.1,96.9,.313,.500,.566,48.9,69.4,7.2,12.9,,.538,9.9,10.3,.213,,9.0,79.6,.161
75,2018-03-28,DAL,@,LAL,L,93,103,96.8,107.2,96.0,.226,.524,.503,44.9,51.5,10.4,2.3,,.470,9.8,12.5,.167,,14.1,82.9,.286
76,2018-03-30,DAL,,MIN,L,92,93,97.9,99.0,93.9,.081,.326,.516,51.1,57.9,5.3,8.6,,.506,13.6,13.6,.058,,9.0,87.0,.181
77,2018-04-01,DAL,@,CLE,L,87,98,93.1,104.9,93.4,.139,.468,.519,43.2,46.9,5.4,5.1,,.487,15.2,9.1,.127,,10.4,77.3,.200
78,2018-04-03,DAL,,POR,W,115,109,114.2,108.2,100.7,.217,.478,.570,48.3,64.3,7.9,10.6,,.549,6.5,16.3,.152,,11.8,87.5,.241
79,2018-04-04,DAL,@,ORL,L,100,105,105.2,110.5,95.0,.191,.337,.518,47.8,61.5,3.2,1.8,,.494,10.2,23.9,.135,,11.7,72.7,.221
80,2018-04-06,DAL,@,DET,L,106,113,104.2,111.1,92.1,.196,.424,.530,48.4,65.0,6.9,8.1,,.505,10.7,18.9,.141,,10.0,85.7,.098
81,2018-04-08,DAL,@,PHI,L,97,109,99.2,111.5,97.8,.138,.426,.486,45.3,60.0,6.1,9.4,,.484,9.9,18.9,.064,,9.3,78.6,.099
82,2018-04-10,DAL,,PHO,L,97,124,103.7,132.6,93.5,.227,.340,.455,46.5,54.1,8.6,2.0,,.423,7.0,30.5,.155,,14.1,81.5,.197
