G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2017-10-18,DET,,CHO,W,102,90,103.6,91.4,98.5,.125,.271,.504,50.0,58.5,14.2,7.0,,.474,7.3,17.0,.115,,16.5,92.7,.315
2,2017-10-20,DET,@,WAS,L,111,115,111.8,115.9,99.2,.230,.264,.579,47.1,44.2,12.1,1.7,,.552,16.6,25.0,.172,,15.0,76.7,.387
3,2017-10-21,DET,@,NYK,W,111,107,121.8,117.4,91.2,.165,.330,.569,52.4,47.7,5.5,3.9,,.533,10.9,35.7,.154,,11.3,70.0,.309
4,2017-10-23,DET,,PHI,L,86,97,89.0,100.4,96.6,.224,.353,.461,44.3,42.4,5.2,3.9,,.424,13.0,18.0,.165,,19.7,78.9,.240
5,2017-10-25,DET,,MIN,W,122,101,123.1,101.9,99.1,.185,.370,.613,56.0,66.7,7.1,5.0,,.603,12.3,28.6,.120,,12.9,83.3,.212
6,2017-10-28,DET,@,LAC,W,95,87,100.9,92.4,94.2,.239,.318,.488,49.5,44.4,11.7,13.0,,.460,11.0,25.0,.159,,16.1,71.7,.190
7,2017-10-29,DET,@,GSW,W,115,107,122.0,113.5,94.2,.183,.290,.572,48.1,51.2,17.0,0.0,,.527,11.5,36.2,.183,,23.3,66.7,.117
8,2017-10-31,DET,@,LAL,L,93,113,95.5,116.0,97.4,.032,.351,.488,45.4,51.2,7.2,4.6,,.489,11.2,19.2,.011,,12.6,75.6,.121
9,2017-11-03,DET,,MIL,W,105,96,114.2,104.5,91.9,.359,.333,.581,52.0,56.8,10.9,6.9,,.526,11.7,19.4,.295,,13.0,82.1,.096
10,2017-11-04,DET,,SAC,W,108,99,115.4,105.8,93.6,.278,.304,.609,52.2,70.0,10.7,5.5,,.589,13.6,21.6,.190,,17.2,90.0,.118
11,2017-11-08,DET,,IND,W,114,97,113.0,96.1,100.9,.301,.325,.606,56.8,58.1,3.0,7.8,,.590,13.8,20.5,.193,,13.5,85.7,.159
12,2017-11-10,DET,,ATL,W,111,104,115.2,107.9,96.4,.303,.337,.550,53.1,59.0,7.3,7.7,,.506,14.4,37.0,.236,,13.8,73.8,.090
13,2017-11-12,DET,,MIA,W,112,103,115.8,106.5,96.7,.230,.322,.585,58.1,57.1,2.1,9.4,,.563,11.9,25.6,.161,,8.5,86.0,.133
14,2017-11-15,DET,@,MIL,L,95,99,106.3,110.8,89.4,.271,.435,.499,51.1,76.7,7.8,5.4,,.441,14.4,34.7,.235,,14.7,71.8,.192
15,2017-11-17,DET,@,IND,L,100,107,107.0,114.5,93.5,.108,.355,.513,45.7,51.3,4.3,13.1,,.495,10.1,22.4,.086,,9.2,71.1,.157
16,2017-11-19,DET,@,MIN,W,100,97,102.3,99.2,97.8,.241,.301,.545,49.3,64.1,10.2,3.6,,.518,17.1,25.6,.169,,18.9,81.3,.154
17,2017-11-20,DET,,CLE,L,88,116,98.9,130.4,89.0,.169,.390,.532,44.7,67.6,7.9,4.3,,.526,14.5,16.7,.091,,11.2,79.4,.200
18,2017-11-24,DET,@,OKC,W,99,98,100.5,99.5,98.5,.107,.440,.563,48.9,56.4,6.1,7.6,,.548,18.5,20.0,.083,,12.1,72.9,.061
19,2017-11-27,DET,@,BOS,W,118,108,124.0,113.5,95.1,.271,.294,.620,52.6,59.1,8.4,4.5,,.582,7.8,20.5,.224,,16.5,86.5,.156
20,2017-11-29,DET,,PHO,W,131,107,121.1,98.9,108.2,.236,.315,.667,54.3,60.8,10.2,9.7,,.646,16.2,14.7,.180,,16.5,83.0,.262
21,2017-12-01,DET,@,WAS,L,91,109,97.7,117.1,93.1,.241,.380,.521,39.5,57.1,7.5,7.4,,.500,14.7,10.8,.152,,10.2,63.6,.180
22,2017-12-02,DET,@,PHI,L,103,108,106.4,111.6,96.8,.410,.397,.559,43.4,58.8,8.3,3.4,,.494,14.8,18.9,.333,,14.5,63.0,.326
23,2017-12-04,DET,@,SAS,L,93,96,98.7,101.9,94.2,.282,.318,.487,45.2,42.9,8.5,3.9,,.459,9.5,14.6,.176,,15.5,77.8,.146
24,2017-12-06,DET,@,MIL,L,100,104,113.4,118.0,88.2,.310,.345,.506,52.9,55.6,5.7,0.0,,.471,10.0,37.8,.207,,11.7,69.0,.228
25,2017-12-08,DET,,GSW,L,98,102,101.6,105.8,96.4,.207,.293,.488,52.1,52.6,8.3,3.6,,.478,9.9,27.3,.109,,13.4,87.2,.210
26,2017-12-10,DET,,BOS,L,81,91,91.5,102.8,88.5,.226,.393,.439,47.9,50.0,7.9,8.2,,.393,8.9,21.2,.179,,13.0,79.5,.177
27,2017-12-12,DET,,DEN,L,84,103,88.4,108.4,95.0,.278,.316,.474,47.6,60.7,7.4,4.1,,.411,18.4,22.4,.241,,16.6,82.9,.165
28,2017-12-14,DET,@,ATL,W,105,91,116.0,100.6,90.5,.133,.333,.551,57.5,63.4,11.0,7.7,,.528,13.6,34.1,.111,,16.4,82.1,.229
29,2017-12-15,DET,@,IND,W,104,98,110.7,104.3,93.9,.183,.344,.518,46.3,56.4,7.5,17.5,,.489,8.2,23.4,.140,,11.7,68.8,.218
30,2017-12-17,DET,,ORL,W,114,110,115.3,111.2,98.9,.180,.382,.594,49.4,64.3,11.1,5.8,,.567,11.9,17.9,.146,,14.7,80.0,.129
31,2017-12-20,DET,@,DAL,L,93,110,102.5,121.3,90.7,.286,.312,.536,50.7,57.6,4.4,4.4,,.474,12.2,15.4,.260,,12.5,88.9,.213
32,2017-12-22,DET,,NYK,W,104,101,111.7,108.5,93.1,.284,.284,.525,46.3,50.0,8.6,6.8,,.489,10.0,30.0,.205,,12.3,64.4,.052
