G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2017-10-19,TOR,,CHI,W,117,100,117.2,100.1,99.9,.337,.349,.614,55.7,66.7,10.0,7.0,,.548,15.1,31.0,.313,,16.4,78.3,.180
2,2017-10-21,TOR,,PHI,W,128,94,119.1,87.4,107.5,.416,.494,.608,55.4,54.8,4.7,17.2,,.545,11.0,19.5,.348,,17.0,84.3,.268
3,2017-10-23,TOR,@,SAS,L,97,101,98.8,102.8,98.2,.300,.463,.536,38.2,50.0,11.2,5.7,,.488,13.4,11.9,.238,,16.7,61.7,.178
4,2017-10-25,TOR,@,GSW,L,112,117,115.4,120.6,97.0,.202,.362,.547,53.2,69.8,10.3,11.8,,.500,13.5,35.4,.191,,16.4,80.6,.247
5,2017-10-27,TOR,@,LAL,W,101,92,100.1,91.2,100.9,.215,.312,.496,44.9,67.5,11.9,7.1,,.468,10.5,18.4,.151,,19.0,77.5,.215
6,2017-10-30,TOR,@,POR,W,99,85,106.4,91.3,93.1,.195,.276,.524,55.3,43.6,10.7,16.7,,.494,8.7,20.0,.149,,12.8,86.7,.188
7,2017-11-01,TOR,@,DEN,L,111,129,111.2,129.3,99.8,.294,.365,.578,46.9,47.6,7.0,7.1,,.559,11.9,20.9,.188,,10.6,76.3,.216
8,2017-11-03,TOR,@,UTA,W,109,100,118.8,109.0,91.8,.394,.423,.654,54.2,52.6,9.8,7.0,,.613,16.1,17.9,.310,,12.6,77.3,.275
9,2017-11-05,TOR,,WAS,L,96,107,100.2,111.7,95.8,.338,.300,.522,43.9,45.9,7.3,12.9,,.494,12.4,20.5,.213,,15.2,71.1,.188
10,2017-11-07,TOR,,CHI,W,119,114,123.3,118.1,96.5,.296,.309,.650,50.0,50.0,5.2,0.0,,.623,14.1,19.4,.222,,12.3,78.9,.288
11,2017-11-09,TOR,,NOP,W,122,118,117.6,113.8,103.7,.235,.429,.564,55.8,60.0,7.7,7.8,,.541,10.0,22.7,.163,,12.3,90.5,.207
12,2017-11-12,TOR,@,BOS,L,94,95,105.1,106.2,89.4,.333,.348,.594,43.9,56.3,8.9,13.1,,.536,17.7,16.2,.290,,12.8,66.7,.172
13,2017-11-14,TOR,@,HOU,W,129,113,128.5,112.5,100.4,.538,.385,.669,42.9,68.3,11.0,10.0,,.615,11.1,12.8,.423,,16.4,68.9,.443
14,2017-11-15,TOR,@,NOP,W,125,116,127.1,117.9,98.4,.263,.447,.737,53.6,60.0,8.1,9.4,,.697,19.8,21.4,.250,,12.6,75.6,.154
15,2017-11-17,TOR,,NYK,W,107,84,119.0,93.4,89.9,.141,.333,.646,48.2,65.9,4.4,16.2,,.622,12.7,9.4,.128,,8.4,72.5,.165
16,2017-11-19,TOR,,WAS,W,100,91,108.5,98.8,92.1,.156,.433,.520,52.7,50.0,8.7,11.3,,.500,6.8,23.9,.111,,13.4,82.2,.148
17,2017-11-22,TOR,@,NYK,L,100,108,105.3,113.8,94.9,.207,.437,.527,47.2,56.8,4.2,14.5,,.506,13.6,26.1,.138,,9.9,69.8,.151
