G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2019-10-23,IND,,DET,L,110,119,109.8,118.8,100.2,.270,.236,.552,44.4,63.4,8.0,11.1,,.506,13.1,22.2,.225,,16.3,72.2,.333
2,2019-10-26,IND,@,CLE,L,99,110,99.8,110.9,99.2,.149,.322,.534,45.0,59.0,7.1,6.1,,.506,15.5,15.8,.126,,16.3,71.4,.238
3,2019-10-28,IND,@,DET,L,94,96,101.0,103.1,93.1,.138,.223,.471,48.4,61.5,11.8,7.0,,.447,6.6,25.0,.106,,19.0,78.0,.111
4,2019-10-30,IND,@,BRK,W,118,108,117.0,107.1,100.9,.208,.271,.563,43.2,55.6,8.9,3.2,,.526,7.9,23.4,.177,,15.4,62.5,.172
5,2019-11-01,IND,,CLE,W,102,95,96.1,89.5,106.2,.219,.281,.485,56.3,51.3,7.5,18.2,,.432,11.0,23.6,.198,,14.0,93.8,.230
6,2019-11-03,IND,,CHI,W,108,95,104.6,92.0,103.2,.318,.306,.557,53.8,70.0,5.8,18.2,,.518,14.2,21.7,.235,,15.9,86.7,.167
7,2019-11-05,IND,@,CHO,L,120,122,113.0,114.9,96.2,.074,.319,.618,53.8,52.9,4.7,12.3,,.606,15.6,20.6,.064,,10.9,78.3,.318
8,2019-11-06,IND,,WAS,W,121,106,120.4,105.4,100.5,.277,.319,.574,50.0,79.5,8.0,5.5,,.532,11.0,28.9,.223,,13.4,68.6,.200
9,2019-11-08,IND,,DET,W,112,106,117.2,111.0,95.5,.301,.181,.596,52.4,53.5,6.3,15.1,,.542,11.3,25.0,.265,,13.8,77.3,.174
10,2019-11-10,IND,@,ORL,W,109,102,119.2,111.5,91.5,.055,.220,.585,53.8,64.6,6.6,5.7,,.577,8.8,25.0,.044,,9.8,82.5,.056
11,2019-11-12,IND,,OKC,W,111,85,113.4,86.9,97.9,.138,.245,.557,55.6,45.7,6.1,7.0,,.527,12.3,26.2,.128,,13.9,81.3,.256
12,2019-11-15,IND,@,HOU,L,102,111,104.6,113.9,97.5,.317,.402,.546,48.8,64.9,2.1,4.7,,.500,14.6,19.0,.244,,7.3,77.3,.281
13,2019-11-16,IND,,MIL,L,83,102,81.7,100.4,101.6,.090,.340,.399,49.5,59.4,7.9,12.3,,.380,11.1,23.0,.070,,12.4,83.3,.052
14,2019-11-18,IND,@,BRK,W,115,86,116.2,86.9,99.0,.168,.327,.530,61.2,59.1,5.1,16.0,,.505,8.4,29.4,.129,,8.7,92.3,.179
15,2019-11-23,IND,,ORL,W,111,106,113.2,108.1,98.0,.203,.304,.645,56.0,60.5,6.1,9.8,,.608,18.1,21.2,.190,,11.9,83.3,.076
16,2019-11-25,IND,,MEM,W,126,114,126.2,114.2,99.9,.106,.351,.640,54.0,56.9,6.0,9.0,,.638,11.7,23.8,.064,,7.3,82.2,.094
17,2019-11-27,IND,,UTA,W,121,102,122.3,103.1,99.0,.167,.229,.587,51.2,46.0,8.1,7.8,,.563,10.4,26.8,.135,,14.5,75.6,.241
18,2019-11-29,IND,,ATL,W,105,104,97.3,96.4,97.7,.304,.283,.503,46.7,48.7,11.1,10.3,,.457,12.6,19.1,.228,,19.7,76.7,.189
19,2019-11-30,IND,@,PHI,L,116,119,116.2,119.2,99.8,.329,.289,.667,49.2,52.4,7.0,5.6,,.625,17.9,9.7,.276,,11.4,87.5,.416
20,2019-12-02,IND,@,MEM,W,117,104,118.9,105.7,98.4,.170,.432,.618,53.7,70.5,4.1,3.9,,.591,13.7,21.1,.148,,10.2,81.8,.202
21,2019-12-04,IND,@,OKC,W,107,100,120.7,112.8,88.7,.195,.276,.566,51.3,45.2,5.6,1.7,,.534,7.8,27.5,.161,,11.1,77.8,.107
22,2019-12-06,IND,@,DET,L,101,108,104.4,111.6,96.8,.241,.289,.550,39.3,63.2,8.3,14.5,,.512,10.7,11.9,.193,,14.7,66.7,.218
23,2019-12-07,IND,@,NYK,W,104,103,104.8,103.8,99.2,.153,.329,.573,44.7,63.4,7.1,13.8,,.553,15.0,11.9,.118,,9.5,71.2,.156
