G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2021-10-21,LAC,@,GSW,L,113,115,110.4,112.4,102.3,.219,.417,.537,42.4,57.1,8.8,3.8,,.510,6.2,15.7,.156,,18.5,75.6,.169
2,2021-10-23,LAC,,MEM,L,114,120,119.3,125.6,95.6,.172,.394,.535,47.8,53.5,7.3,7.4,,.500,6.2,28.6,.152,,9.8,69.8,.233
3,2021-10-25,LAC,,POR,W,116,86,103.0,76.4,112.6,.204,.462,.572,47.8,84.1,18.7,12.5,,.548,14.4,11.1,.151,,24.4,84.4,.165
4,2021-10-27,LAC,,CLE,L,79,92,83.1,96.8,95.0,.149,.471,.426,38.7,61.3,13.7,3.3,,.408,13.1,17.3,.092,,17.7,65.9,.284
5,2021-10-29,LAC,@,POR,L,92,111,92.5,111.6,99.5,.184,.483,.489,40.6,50.0,7.0,8.8,,.477,11.3,11.3,.103,,11.8,69.8,.102
6,2021-11-01,LAC,,OKC,W,99,94,100.5,95.4,98.5,.207,.457,.493,50.0,51.4,8.1,9.4,,.462,10.7,24.1,.152,,14.2,79.2,.144
7,2021-11-03,LAC,@,MIN,W,126,115,127.2,116.1,99.0,.154,.462,.756,47.3,70.2,6.1,13.0,,.737,19.4,11.1,.141,,13.7,68.1,.160
8,2021-11-05,LAC,@,MIN,W,104,84,101.0,81.6,102.9,.364,.318,.509,59.6,50.0,11.7,10.8,,.443,14.3,30.0,.295,,18.6,87.0,.056
9,2021-11-07,LAC,,CHO,W,120,106,112.7,99.6,106.5,.244,.558,.630,53.2,58.5,7.5,7.4,,.581,17.4,17.9,.233,,10.7,78.2,.139
10,2021-11-09,LAC,,POR,W,117,109,123.2,114.8,95.0,.224,.353,.627,50.0,56.8,5.3,0.0,,.612,7.9,12.8,.153,,8.5,80.9,.099
11,2021-11-11,LAC,,MIA,W,112,109,113.7,110.7,98.5,.187,.407,.569,45.7,46.5,9.1,16.1,,.533,10.9,22.0,.165,,12.6,64.7,.144
12,2021-11-13,LAC,,MIN,W,129,102,124.2,98.2,103.9,.091,.404,.626,58.2,66.0,5.8,12.1,,.616,12.0,27.5,.071,,8.4,79.3,.108
13,2021-11-14,LAC,,CHI,L,90,100,91.9,102.2,97.9,.259,.420,.499,49.4,55.2,7.2,12.3,,.426,17.4,19.1,.259,,14.0,83.3,.151
14,2021-11-16,LAC,,SAS,W,106,92,99.3,86.2,106.7,.259,.447,.560,55.9,43.2,8.4,4.1,,.506,17.4,14.6,.235,,14.0,88.5,.053
15,2021-11-18,LAC,@,MEM,L,108,120,112.2,124.6,96.3,.089,.433,.577,42.0,57.1,6.2,8.6,,.556,12.2,16.7,.089,,10.0,69.2,.052
16,2021-11-19,LAC,@,NOP,L,81,94,88.3,102.5,91.7,.056,.411,.439,43.9,64.7,7.6,7.0,,.428,10.7,15.7,.044,,12.6,74.5,.057
17,2021-11-21,LAC,,DAL,W,97,91,109.1,102.3,88.9,.240,.387,.585,51.9,50.0,5.6,3.8,,.560,14.4,20.5,.173,,9.9,81.0,.205
18,2021-11-23,LAC,,DAL,L,104,112,104.3,112.3,90.3,.341,.376,.532,52.8,48.6,5.0,6.0,,.471,15.5,28.6,.282,,12.2,74.5,.247
19,2021-11-26,LAC,,DET,W,107,96,106.2,95.2,100.8,.209,.418,.538,50.9,66.7,8.9,7.0,,.489,12.4,22.0,.198,,12.9,76.8,.244
20,2021-11-28,LAC,,GSW,L,90,105,92.2,107.5,97.6,.313,.350,.495,52.2,56.3,8.2,6.5,,.456,20.9,31.9,.213,,14.3,74.4,.140
21,2021-11-29,LAC,,NOP,L,104,123,113.4,134.1,91.7,.292,.500,.640,42.7,45.9,2.2,3.4,,.611,15.6,10.8,.222,,6.5,68.9,.138
22,2021-12-01,LAC,,SAC,L,115,124,117.2,126.4,98.1,.160,.310,.537,56.3,74.5,8.2,12.0,,.515,9.3,35.4,.120,,10.2,82.1,.193
23,2021-12-03,LAC,@,LAL,W,119,115,127.5,123.3,93.3,.296,.432,.650,44.2,68.3,5.4,5.3,,.605,8.9,16.7,.259,,10.0,68.3,.144
24,2021-12-04,LAC,@,SAC,L,99,104,96.6,101.5,102.5,.303,.382,.491,48.0,67.6,6.8,5.8,,.455,14.4,18.4,.202,,13.4,77.6,.233
25,2021-12-06,LAC,@,POR,W,102,90,102.9,90.8,99.1,.152,.391,.520,45.1,43.9,8.1,12.3,,.505,11.7,15.6,.098,,17.0,81.1,.190
26,2021-12-08,LAC,,BOS,W,114,111,111.7,108.7,102.1,.259,.376,.602,44.7,50.0,12.7,13.0,,.553,17.4,21.4,.235,,18.8,67.4,.221
27,2021-12-11,LAC,,ORL,W,106,104,119.7,117.4,88.6,.065,.391,.560,50.0,64.3,7.9,2.1,,.554,6.9,25.5,.043,,10.8,76.7,.275
28,2021-12-13,LAC,,PHO,W,111,95,115.8,99.1,95.9,.295,.269,.630,52.3,55.8,5.2,10.4,,.609,15.4,22.2,.205,,8.7,74.0,.167
29,2021-12-15,LAC,@,UTA,L,103,124,104.2,125.5,98.8,.235,.353,.549,48.8,60.0,6.1,9.6,,.529,14.6,18.2,.153,,8.4,81.0,.169
30,2021-12-18,LAC,@,OKC,L,103,104,109.7,110.8,93.9,.229,.470,.564,41.5,70.3,11.7,4.9,,.542,11.6,15.6,.157,,13.5,65.3,.065
31,2021-12-20,LAC,,SAS,L,92,116,92.5,116.6,99.5,.230,.368,.480,39.4,52.9,6.0,6.5,,.443,12.8,17.3,.172,,8.6,59.6,.035
32,2021-12-22,LAC,@,SAC,W,105,89,110.0,93.2,95.5,.195,.293,.590,51.8,61.9,10.5,6.4,,.555,11.9,15.4,.171,,15.1,84.1,.106
33,2021-12-26,LAC,,DEN,L,100,103,100.2,103.2,99.8,.209,.302,.532,48.9,65.0,8.0,13.0,,.512,13.0,17.4,.140,,12.3,79.2,.105
34,2021-12-27,LAC,,BRK,L,108,124,108.6,124.7,99.5,.278,.381,.496,48.9,67.6,7.0,7.4,,.454,9.2,29.8,.206,,12.0,80.0,.125
35,2021-12-29,LAC,@,BOS,W,91,82,101.8,91.8,89.4,.210,.346,.514,49.5,51.5,5.6,6.8,,.475,13.7,23.7,.173,,7.0,65.6,.079
36,2021-12-31,LAC,@,TOR,L,108,116,113.8,122.3,94.9,.244,.436,.625,40.7,71.1,6.3,11.5,,.583,12.2,7.7,.218,,6.0,65.4,.260
37,2022-01-01,LAC,@,BRK,W,120,116,118.6,114.6,101.2,.360,.419,.602,41.2,54.8,6.9,9.4,,.570,9.1,14.9,.256,,11.5,66.0,.216
38,2022-01-03,LAC,,MIN,L,104,122,104.1,122.2,99.9,.218,.410,.608,43.7,56.4,12.0,6.3,,.571,19.0,12.1,.192,,14.9,71.1,.086
39,2022-01-06,LAC,@,PHO,L,89,106,91.4,108.9,97.4,.291,.326,.459,43.8,64.5,5.1,9.2,,.395,11.0,16.0,.244,,6.7,66.1,.075
40,2022-01-08,LAC,,MEM,L,108,123,105.7,120.4,102.2,.250,.333,.507,46.7,41.0,6.8,9.7,,.458,10.1,25.9,.208,,7.3,68.6,.230
41,2022-01-09,LAC,,ATL,W,106,93,115.2,101.1,92.0,.076,.359,.557,54.7,54.5,5.4,7.7,,.543,11.2,28.3,.065,,13.1,85.0,.205
42,2022-01-11,LAC,,DEN,W,87,85,94.0,91.9,92.5,.143,.405,.487,35.6,67.6,13.0,8.5,,.464,9.2,6.5,.107,,17.6,68.3,.213
43,2022-01-13,LAC,@,NOP,L,89,113,91.7,116.5,97.0,.247,.420,.496,44.7,61.3,2.1,12.1,,.444,14.3,10.2,.210,,5.5,75.9,.134
44,2022-01-15,LAC,@,SAS,L,94,101,101.4,109.0,92.7,.080,.380,.454,50.0,63.2,8.6,8.7,,.440,11.9,35.0,.060,,12.9,68.8,.265
45,2022-01-17,LAC,,IND,W,139,133,139.6,133.6,99.6,.439,.439,.710,47.4,71.1,7.0,10.9,,.659,10.1,23.5,.378,,10.1,65.9,.206
46,2022-01-19,LAC,@,DEN,L,128,130,124.3,126.3,93.2,.124,.402,.626,51.6,67.3,5.8,5.0,,.613,10.5,27.9,.093,,9.9,72.9,.214
47,2022-01-21,LAC,@,PHI,W,102,101,111.5,110.4,91.5,.172,.368,.545,52.7,52.5,5.5,0.0,,.523,9.7,24.4,.126,,6.5,75.0,.165
48,2022-01-23,LAC,@,NYK,L,102,110,107.5,115.9,94.9,.380,.519,.553,43.5,58.8,7.4,10.9,,.519,11.5,14.0,.253,,10.8,69.4,.176
49,2022-01-25,LAC,@,WAS,W,116,115,111.4,110.4,104.2,.330,.309,.539,48.0,71.8,8.6,9.4,,.473,9.3,22.2,.287,,15.6,78.3,.400
50,2022-01-26,LAC,@,ORL,W,111,102,114.0,104.8,97.3,.333,.358,.598,55.7,55.6,7.2,2.0,,.537,13.9,20.5,.296,,12.2,83.7,.202
51,2022-01-28,LAC,@,MIA,L,114,121,110.2,117.0,103.5,.348,.380,.537,42.0,53.7,6.8,5.9,,.495,10.9,18.8,.250,,15.7,70.0,.306
