G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2019-10-23,MIA,,MEM,W,120,101,107.2,90.2,112.0,.459,.212,.587,56.0,45.0,8.0,14.0,,.512,17.1,26.2,.388,,19.0,81.6,.225
2,2019-10-26,MIA,@,MIL,W,131,126,108.1,104.0,109.8,.356,.436,.561,53.5,71.7,5.8,7.5,,.535,12.0,16.0,.228,,14.1,90.2,.287
3,2019-10-27,MIA,@,MIN,L,109,116,105.0,111.7,103.9,.176,.424,.595,47.1,59.5,6.7,19.6,,.582,18.7,17.9,.118,,13.2,70.8,.275
4,2019-10-29,MIA,,ATL,W,112,97,109.6,95.0,102.1,.616,.425,.603,59.8,57.6,10.8,13.6,,.541,21.9,35.1,.452,,17.6,80.0,.193
5,2019-10-31,MIA,@,ATL,W,106,97,111.2,101.8,95.3,.226,.440,.574,45.1,72.5,12.6,16.7,,.560,12.3,20.9,.143,,13.9,66.7,.205
6,2019-11-03,MIA,,HOU,W,129,100,119.5,92.6,107.9,.247,.461,.654,54.8,80.9,13.0,22.6,,.629,13.2,12.8,.191,,19.2,91.1,.304
7,2019-11-05,MIA,@,DEN,L,89,109,90.2,110.5,98.6,.284,.330,.449,48.4,71.9,12.2,7.9,,.415,11.6,25.5,.182,,17.0,77.5,.116
8,2019-11-07,MIA,@,PHO,W,124,108,125.0,108.9,99.2,.293,.341,.670,50.6,48.9,9.1,9.6,,.640,12.3,14.3,.232,,12.5,78.3,.274
9,2019-11-08,MIA,@,LAL,L,80,95,84.8,100.7,94.3,.300,.438,.442,43.5,64.3,9.5,3.5,,.388,11.7,17.4,.225,,16.3,74.4,.079
10,2019-11-12,MIA,,DET,W,117,108,118.8,109.6,98.5,.351,.416,.658,56.8,82.9,6.1,2.7,,.623,17.6,25.0,.273,,14.5,81.0,.321
11,2019-11-14,MIA,@,CLE,W,108,97,110.1,98.9,98.1,.139,.380,.644,50.0,72.1,10.2,13.2,,.620,17.7,11.8,.127,,16.0,77.1,.200
12,2019-11-16,MIA,,NOP,W,109,94,114.8,99.0,95.0,.160,.296,.628,59.2,56.8,13.7,6.4,,.599,18.7,27.3,.148,,17.5,83.7,.049
13,2019-11-20,MIA,,CLE,W,124,100,124.1,100.1,99.9,.397,.474,.677,56.4,61.0,8.0,10.2,,.647,20.1,33.3,.295,,16.8,76.2,.161
14,2019-11-22,MIA,@,CHI,W,116,108,119.3,111.0,97.3,.354,.481,.635,51.8,84.6,10.3,5.0,,.582,17.2,25.0,.304,,11.6,71.4,.178
15,2019-11-23,MIA,@,PHI,L,86,113,91.7,120.5,93.7,.360,.320,.495,46.3,40.0,6.4,7.4,,.440,16.4,20.0,.267,,13.4,78.4,.181
16,2019-11-25,MIA,,CHO,W,117,100,119.4,102.1,98.0,.364,.403,.655,58.3,72.5,9.2,5.6,,.604,16.8,24.2,.312,,11.7,80.4,.218
17,2019-11-27,MIA,@,HOU,L,108,117,107.5,116.5,100.5,.338,.463,.588,48.8,59.5,8.0,7.7,,.550,16.4,19.0,.250,,13.3,78.6,.313
