G,Date,Team, ,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%, ,eFG%,TOV%_for,ORB%,FT/FGA_for, ,TOV%_against,DRB%,FT/FGA_against
1,2017-10-19,CHI,@,TOR,L,100,117,100.1,117.2,99.9,.202,.360,.516,44.3,59.5,7.0,3.7,,.472,16.4,21.7,.180,,15.1,69.0,.313
2,2017-10-21,CHI,,SAS,L,77,87,80.9,91.5,95.1,.110,.341,.448,48.0,58.1,3.2,6.2,,.427,18.1,17.4,.085,,9.9,74.1,.108
3,2017-10-24,CHI,@,CLE,L,112,119,121.7,129.3,92.1,.148,.375,.598,50.0,66.7,3.3,6.7,,.574,8.8,20.5,.125,,8.9,79.5,.205
4,2017-10-26,CHI,,ATL,W,91,86,101.8,96.2,89.4,.337,.372,.461,60.8,64.5,5.6,7.5,,.401,11.6,35.3,.256,,10.3,86.3,.136
5,2017-10-28,CHI,,OKC,L,69,101,75.2,110.1,91.7,.256,.474,.397,47.5,72.7,9.8,9.3,,.346,18.0,22.6,.192,,10.5,76.1,.114
6,2017-11-01,CHI,@,MIA,L,91,97,91.3,97.3,99.7,.213,.315,.467,52.9,55.6,7.0,11.5,,.444,11.0,13.5,.135,,10.7,94.0,.205
7,2017-11-03,CHI,@,ORL,W,105,83,111.3,88.0,94.3,.141,.341,.582,55.8,57.5,6.4,3.9,,.553,13.4,22.5,.129,,15.4,84.8,.035
8,2017-11-04,CHI,,NOP,L,90,96,87.3,93.1,93.4,.121,.424,.432,52.7,65.7,9.7,8.9,,.409,14.0,25.4,.091,,11.9,89.4,.195
9,2017-11-07,CHI,@,TOR,L,114,119,118.1,123.3,96.5,.350,.363,.617,50.0,65.0,10.4,3.6,,.569,12.3,21.1,.288,,14.1,80.6,.222
10,2017-11-10,CHI,,IND,L,87,105,89.0,107.4,97.8,.097,.290,.449,45.7,64.9,10.2,5.5,,.435,11.0,20.0,.065,,16.8,82.1,.083
11,2017-11-11,CHI,@,SAS,L,94,133,97.3,137.7,96.6,.151,.267,.512,38.9,55.0,9.3,6.9,,.500,12.4,12.2,.093,,12.4,74.2,.153
12,2017-11-15,CHI,@,OKC,L,79,92,89.8,104.6,87.9,.267,.387,.471,44.2,61.5,8.0,4.8,,.420,13.4,14.0,.213,,12.8,74.4,.444
13,2017-11-17,CHI,,CHO,W,123,120,120.9,118.0,101.7,.143,.374,.636,45.5,55.3,8.8,3.3,,.610,10.2,9.8,.132,,11.1,86.1,.321
14,2017-11-19,CHI,@,PHO,L,105,113,103.5,111.4,101.5,.139,.356,.490,49.5,47.6,4.9,1.6,,.475,9.3,23.5,.089,,10.8,79.5,.180
15,2017-11-21,CHI,@,LAL,L,94,103,95.8,105.0,98.1,.170,.383,.465,50.5,61.1,4.1,8.0,,.441,12.2,26.8,.117,,10.6,76.5,.200
16,2017-11-22,CHI,@,UTA,L,80,110,86.9,119.5,92.1,.256,.269,.461,48.9,51.7,3.3,2.0,,.404,15.6,17.8,.218,,6.9,81.4,.186
17,2017-11-24,CHI,@,GSW,L,94,143,90.8,138.1,103.6,.152,.364,.445,44.9,51.4,6.8,3.6,,.419,12.4,23.2,.111,,9.9,81.8,.231
18,2017-11-26,CHI,,MIA,L,93,100,95.2,102.4,97.7,.180,.371,.484,51.1,75.8,10.2,4.7,,.449,11.9,13.7,.146,,12.4,97.6,.253
19,2017-11-28,CHI,,PHO,L,99,104,102.7,107.8,96.4,.106,.426,.503,41.8,71.1,11.4,12.3,,.489,8.4,17.0,.074,,13.4,71.1,.195
